Course,Number,Prefix,Prof_Name (Assigned Dept-College),Enrolled ,A,B,C,D,F,W,I ,*,P,F
BIO E,631,,Kwartowitz David M (0905-CECAS),17, 35.29,35.29,17.65,0,0,11.76,0,0,0,0
BIO E,800,,Laberge Martine (0905-CECAS),80, 0,0,0,0,0,1.25,0,0,98.75,0
BIO E,800,,Wen Xuejun (0905-CECAS),20, 0,0,0,0,0,0,0,0,100.00,0
BIO E,802,,Vyavahare Narendra R (0905-CECAS),23, 65.22,21.74,4.35,4.35,0,4.35,0,0,0,0
BIO E,847,,Latour Jr Robert A (0905-CECAS),14, 50.00,42.86,0,0,0,7.14,0,0,0,0
BIO E,849,,Wen Xuejun (0905-CECAS),25, 100.00,0,0,0,0,0,0,0,0,0
BIO E,850,,Benson Lisa C (0956-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,850,,Burg Karen J.L. (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,850,,Dean Delphine (0905-CECAS),7, #,#,#,#,#,#,#,#,#,#
BIO E,850,,Nagatomi Jiro (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,850,,Simionescu Dan T (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,850,,Yao Hai (0905-CECAS),5, #,#,#,#,#,#,#,#,#,#
BIO E,850,,Zhang Ning (0905-CECAS),10, 90.00,0,0,0,0,10.00,0,0,0,0
BIO E,890,,Laberge Martine (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Alexis Frank (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Dean Delphine (0905-CECAS),5, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Guiseppi-Elie Anthon (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Harcum Sarah W (0318-CSCI),1, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Harman Melinda K (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Laberge Martine (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Nagatomi Jiro (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Simionescu Dan T (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Vertegel Alexey Alex (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Vyavahare Narendra R (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,891,,Zhang Guigen (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,892,,Burg Karen J.L. (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,892,,Desjardins John D (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,892,,Guiseppi-Elie Anthon (0909-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,892,,Kwartowitz David M (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,892,,Laberge Martine (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,892,,Lee JeoungSoo (0905-CECAS),1, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Alexis Frank (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Burg Karen J.L. (0905-CECAS),11, 0,0,0,0,0,0,0,0,100.00,0
BIO E,991,,Dean Delphine (0905-CECAS),3, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Desjardins John D (0905-CECAS),3, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Gao Zhi (0905-CECAS),8, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Harcum Sarah W (0318-CSCI),1, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Kwartowitz David M (0905-CECAS),3, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Laberge Martine (0905-CECAS),5, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Latour Jr Robert A (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Nagatomi Jiro (0905-CECAS),6, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Simionescu Dan T (0905-CECAS),6, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Vertegel Alexey Alex (0905-CECAS),4, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Vyavahare Narendra R (0905-CECAS),3, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Webb Charles K (0905-CECAS),4, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Wen Xuejun (0905-CECAS),8, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Yao Hai (0905-CECAS),7, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Zhang Guigen (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
BIO E,991,,Zhang Ning (0905-CECAS),2, #,#,#,#,#,#,#,#,#,#
""
AU E,816,,Prucka Robert G (0926-CECAS),38, 84.21,15.79,0,0,0,0,0,0,0,0
AU E,817,,Pisu Pierluigi (0926-CECAS),33, 27.27,63.64,9.09,0,0,0,0,0,0,0
AU E,829,,Rhyne Timothy B. (0926-CECAS),15, 86.67,13.33,0,0,0,0,0,0,0,0
AU E,850,,Ayalew Beshahwired (0926-CECAS),11, 36.36,63.64,0,0,0,0,0,0,0,0
AU E,866,,Omar Mohammad Atif (0926-CECAS),8, #,#,#,#,#,#,#,#,#,#
AU E,867,,Mears Michael L (0926-CECAS),23, 56.52,30.43,4.35,0,4.35,4.35,0,0,0,0
AU E,877,,Abu-Farha Fadi Kamal (0926-CECAS),14, 28.57,57.14,0,0,7.14,7.14,0,0,0,0
AU E,882,,Venhovens Paul (0926-CECAS),57, 36.84,59.65,0,0,0,3.51,0,0,0,0
AU E,886,,Haque Imtiaz Ul (0926-CECAS),8, #,#,#,#,#,#,#,#,#,#
AU E,890,,Omar Mohammad Atif (0926-CECAS),27, 100.00,0,0,0,0,0,0,0,0,0
AU E,890,,Venhovens Paul (0926-CECAS),22, 90.91,0,0,0,0,9.09,0,0,0,0
AU E,892,,Taiber Joachim (0926-CECAS),17, 0,0,0,0,0,0,0,0,100.00,0
AU E,893,,Bodde David Leo (0926-CECAS),30, 83.33,16.67,0,0,0,0,0,0,0,0
AU E,893,,Hubing Todd H (0915-CECAS),2, #,#,#,#,#,#,#,#,#,#
AU E,991,,Ayalew Beshahwired (0926-CECAS),4, #,#,#,#,#,#,#,#,#,#
AU E,991,,Filipi Zoran (0926-CECAS),1, #,#,#,#,#,#,#,#,#,#
AU E,991,,Hubing Todd H (0915-CECAS),1, #,#,#,#,#,#,#,#,#,#
AU E,991,,Kurfess Thomas Rolan (0926-CECAS),8, #,#,#,#,#,#,#,#,#,#
AU E,991,,Mears Michael L (0926-CECAS),3, #,#,#,#,#,#,#,#,#,#
AU E,991,,Omar Mohammad Atif (0926-CECAS),9, #,#,#,#,#,#,#,#,#,#
AU E,991,,Pisu Pierluigi (0926-CECAS),3, #,#,#,#,#,#,#,#,#,#
AU E,991,,Prucka Robert G (0926-CECAS),6, #,#,#,#,#,#,#,#,#,#
AU E,991,,Taiber Joachim (0926-CECAS),2, #,#,#,#,#,#,#,#,#,#
AU E,991,,Venhovens Paul (0926-CECAS),4, #,#,#,#,#,#,#,#,#,#
""
BMOLE,423,,Husson Scott M (0909-CECAS),13, 7.69,69.23,23.08,0,0,0,0,0,0,0
BMOLE,425,,Guiseppi-Elie Anthon (0909-CECAS),13, 53.85,30.77,15.38,0,0,0,0,0,0,0
BMOLE,623,,Husson Scott M (0909-CECAS),2, #,#,#,#,#,#,#,#,#,#
CH E,130,,Getman Rachel B (0909-CECAS),89, 30.34,24.72,25.84,4.49,4.49,10.11,0,0,0,0
CH E,199,,Kitchens Christopher (0909-CECAS),2, #,#,#,#,#,#,#,#,#,#
CH E,220,,Roberts Mark E (0909-CECAS),53, 16.98,28.30,32.08,15.09,7.55,0,0,0,0,0
CH E,230,,Hirt Douglas E (0909-CECAS),54, 18.52,24.07,31.48,14.81,7.41,3.70,0,0,0,0
CH E,299,,Husson Scott M (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,299,,Roberts Mark E (0909-CECAS),4, #,#,#,#,#,#,#,#,#,#
CH E,300,H,Roberts Mark E (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,321,,Kitchens Christopher (0909-CECAS),42, 11.90,35.71,28.57,19.05,2.38,2.38,0,0,0,0
CH E,330,,Thies Mark C (0909-CECAS),40, 15.00,22.50,27.50,25.00,7.50,2.50,0,0,0,0
CH E,353,,Gooding Charles H (0909-CECAS),39, 25.64,41.03,25.64,7.69,0,0,0,0,0,0
CH E,395,H,Bruce David A (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,395,H,Guiseppi-Elie Anthon (0909-CECAS),2, #,#,#,#,#,#,#,#,#,#
CH E,395,H,Hirt Douglas E (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,395,H,Kitchens Christopher (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,395,H,Roberts Mark E (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,395,H,Thies Mark C (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,433,,Gooding Charles H (0909-CECAS),36, 72.22,25.00,2.78,0,0,0,0,0,0,0
CH E,444,,Hirt Douglas E (0909-CECAS),36, 0,0,0,0,0,0,0,0,100.00,0
CH E,491,,Getman Rachel B (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,497,H,Hirt Douglas E (0909-CECAS),3, #,#,#,#,#,#,#,#,#,#
CH E,497,H,Roberts Mark E (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,497,H,Thies Mark C (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,499,,Husson Scott M (0909-CECAS),2, #,#,#,#,#,#,#,#,#,#
CH E,845,,Bruce David A (0909-CECAS),3, #,#,#,#,#,#,#,#,#,#
CH E,845,,Guiseppi-Elie Anthon (0909-CECAS),11, 100.00,0,0,0,0,0,0,0,0,0
CH E,845,,Ogale Amod A (0909-CECAS),6, #,#,#,#,#,#,#,#,#,#
CH E,891,,Ogale Amod A (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,895,,Roberts Mark E (0909-CECAS),28, 0,0,0,0,0,0,0,0,100.00,0
CH E,991,,Bruce David A (0909-CECAS),4, #,#,#,#,#,#,#,#,#,#
CH E,991,,Getman Rachel B (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,991,,Guiseppi-Elie Anthon (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,991,,Hirt Douglas E (0909-CECAS),1, #,#,#,#,#,#,#,#,#,#
CH E,991,,Husson Scott M (0909-CECAS),7, #,#,#,#,#,#,#,#,#,#
CH E,991,,Kitchens Christopher (0909-CECAS),3, #,#,#,#,#,#,#,#,#,#
CH E,991,,Ogale Amod A (0909-CECAS),5, #,#,#,#,#,#,#,#,#,#
CH E,991,,Roberts Mark E (0909-CECAS),3, #,#,#,#,#,#,#,#,#,#
CH E,991,,Thies Mark C (0909-CECAS),2, #,#,#,#,#,#,#,#,#,#
""
C E,201,,Gibert James Michael (0911-CECAS),39, 20.51,15.38,35.90,15.38,5.13,5.13,2.56,0,0,0
C E,201,,Schiff Scott D (0911-CECAS),43, 9.30,27.91,25.58,11.63,16.28,9.30,0,0,0,0
C E,201,,Sternhagen Melissa M (0911-CECAS),76, 15.79,23.68,25.00,6.58,18.42,10.53,0,0,0,0
C E,201,,Yasmin Nighat (0902-CECAS),88, 40.91,25.00,19.32,4.55,5.68,4.55,0,0,0,0
C E,201,H,Sternhagen Melissa M (0911-CECAS),10, 70.00,10.00,10.00,0,0,10.00,0,0,0,0
C E,206,,Nielson Bryant G (0911-CECAS),125, 18.40,25.60,32.00,16.80,5.60,1.60,0,0,0,0
C E,208,,Gibert James Michael (0911-CECAS),91, 23.08,38.46,24.18,8.79,3.30,2.20,0,0,0,0
C E,208,,Sternhagen Melissa M (0911-CECAS),95, 13.68,17.89,32.63,16.84,12.63,6.32,0,0,0,0
C E,255,,Sarasua Wayne A (0911-CECAS),127, 29.92,40.94,23.62,3.15,0.79,1.57,0,0,0,0
C E,299,,Putman Bradley J (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,299,,Schiff Scott D (0911-CECAS),3, #,#,#,#,#,#,#,#,#,#
C E,301,,Atamturktur Huriye S (0911-CECAS),66, 31.82,36.36,25.76,4.55,1.52,0,0,0,0,0
C E,311,,Ogle Jennifer H (0911-CECAS),89, 49.44,37.08,10.11,3.37,0,0,0,0,0,0
C E,321,,Juang Charng-hsein (0911-CECAS),52, 63.46,32.69,3.85,0,0,0,0,0,0,0
C E,321,,Ravichandran Nadaraj (0911-CECAS),45, 33.33,40.00,22.22,2.22,0,2.22,0,0,0,0
C E,331,,Burati Jr James L (0911-CECAS),78, 30.77,37.18,23.08,5.13,2.56,1.28,0,0,0,0
C E,341,,Kaye Nigel Gregory (0911-CECAS),62, 17.74,37.10,27.42,16.13,1.61,0,0,0,0,0
C E,342,,Khan Abdul A (0911-CECAS),95, 8.42,30.53,20.00,22.11,16.84,2.11,0,0,0,0
C E,351,,Esmaeilpoursaee Amir (0911-CECAS),51, 15.69,35.29,39.22,9.80,0,0,0,0,0,0
C E,352,,Huang Yongxi (0911-CECAS),61, 21.31,31.15,18.03,14.75,3.28,11.48,0,0,0,0
C E,352,,Jones Jr Joe K (0911-CECAS),65, 26.15,38.46,26.15,3.08,3.08,3.08,0,0,0,0
C E,353,,Aziz Nadim M (0911-CECAS),91, 96.70,3.30,0,0,0,0,0,0,0,0
C E,399,,Atamturktur Huriye S (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,399,,Ogle Jennifer H (0911-CECAS),18, 100.00,0,0,0,0,0,0,0,0,0
C E,399,,Putman Bradley J (0911-CECAS),5, #,#,#,#,#,#,#,#,#,#
C E,399,,Schiff Scott D (0911-CECAS),3, #,#,#,#,#,#,#,#,#,#
C E,401,,Atamturktur Huriye S (0911-CECAS),32, 40.63,34.38,18.75,3.13,0,3.13,0,0,0,0
C E,402,,Pang Weichiang (0911-CECAS),52, 30.77,42.31,17.31,5.77,0,3.85,0,0,0,0
C E,406,,Csernak Stephen F (0911-CECAS),42, 16.67,42.86,23.81,4.76,4.76,7.14,0,0,0,0
C E,407,,Schiff Scott D (0911-CECAS),10, 50.00,20.00,20.00,0,10.00,0,0,0,0,0
C E,411,,Ogle Jennifer H (0911-CECAS),33, 66.67,30.30,3.03,0,0,0,0,0,0,0
C E  ,412,,Chowdhury Mashrur A (0911-CECAS),22, 45.45,45.45,9.09,0,0,0,0,0,0,0
C E,424,,Ravichandran Nadaraj (0911-CECAS),30, 36.67,33.33,26.67,0,3.33,0,0,0,0,0
C E,433,,Nilsson R Kent (0911-CECAS),37, 45.95,40.54,8.11,5.41,0,0,0,0,0,0
C E,434,,Klotz Leidy E (0911-CECAS),29, 72.41,20.69,6.90,0,0,0,0,0,0,0
C E,439,,Burati Jr James L (0911-CECAS),47, 46.81,40.43,12.77,0,0,0,0,0,0,0
C E,459,,Csernak Stephen F (0911-CECAS),88, 40.91,45.45,10.23,3.41,0,0,0,0,0,0
C E,462,,Testik Firat Yener (0911-CECAS),27, 40.74,33.33,18.52,7.41,0,0,0,0,0,0
C E,490,,Kaye Nigel Gregory (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,490,,Putman Bradley J (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,490,,Sarasua Wayne A (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,491,,Klotz Leidy E (0911-CECAS),22, 63.64,36.36,0,0,0,0,0,0,0,0
C E,491,,Rangaraju Prasada Ra (0911-CECAS),13, 76.92,23.08,0,0,0,0,0,0,0,0
C E,499,,Atamturktur Huriye S (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,499,,Klotz Leidy E (0911-CECAS),15, 100.00,0,0,0,0,0,0,0,0,0
C E,499,,Ogle Jennifer H (0911-CECAS),21, 100.00,0,0,0,0,0,0,0,0,0
C E,499,,Putman Bradley J (0911-CECAS),10, 100.00,0,0,0,0,0,0,0,0,0
C E,499,,Schiff Scott D (0911-CECAS),7, #,#,#,#,#,#,#,#,#,#
C E,601,,Atamturktur Huriye S (0911-CECAS),17, 52.94,35.29,0,0,0,11.76,0,0,0,0
C E,607,,Schiff Scott D (0911-CECAS),9, #,#,#,#,#,#,#,#,#,#
C E,611,,Ogle Jennifer H (0911-CECAS),5, #,#,#,#,#,#,#,#,#,#
C E  ,612,,Chowdhury Mashrur A (0911-CECAS),16, 68.75,31.25,0,0,0,0,0,0,0,0
C E,624,,Ravichandran Nadaraj (0911-CECAS),9, #,#,#,#,#,#,#,#,#,#
C E,633,,Nilsson R Kent (0911-CECAS),3, #,#,#,#,#,#,#,#,#,#
C E,634,,Klotz Leidy E (0911-CECAS),9, #,#,#,#,#,#,#,#,#,#
C E,639,,Burati Jr James L (0911-CECAS),9, #,#,#,#,#,#,#,#,#,#
C E,662,,Testik Firat Yener (0911-CECAS),7, #,#,#,#,#,#,#,#,#,#
C E,691,,Klotz Leidy E (0911-CECAS),11, 90.91,9.09,0,0,0,0,0,0,0,0
C E,691,,Rangaraju Prasada Ra (0911-CECAS),5, #,#,#,#,#,#,#,#,#,#
C E,806,,Nielson Bryant G (0911-CECAS),21, 19.05,52.38,19.05,4.76,0,4.76,0,0,0,0
C E,820,,Andrus Ronald D. (0911-CECAS),13, 61.54,38.46,0,0,0,0,0,0,0,0
C E,823,,Putman Bradley J (0911-CECAS),11, 45.45,54.55,0,0,0,0,0,0,0,0
C E,846,,Khan Abdul A (0911-CECAS),6, #,#,#,#,#,#,#,#,#,#
C E,853,,Chowdhury Mashrur A (0911-CECAS),11, 72.73,27.27,0,0,0,0,0,0,0,0
C E,889,,Juang Charng-hsein (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,889,,Klotz Leidy E (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,889,,Nielson Bryant G (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,889,,Ogle Jennifer H (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,889,,Pang Weichiang (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,889,,Ravichandran Nadaraj (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,889,,Testik Firat Yener (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,890,,Chowdhury Mashrur A (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,890,,Klotz Leidy E (0911-CECAS),3, #,#,#,#,#,#,#,#,#,#
C E,890,,Nielson Bryant G (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,890,,Ravichandran Nadaraj (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,891,,Andrus Ronald D. (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,891,,Atamturktur Huriye S (0911-CECAS),5, #,#,#,#,#,#,#,#,#,#
C E,891,,Chowdhury Mashrur A (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,891,,Esmaeilpoursaee Amir (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,891,,Kaye Nigel Gregory (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,891,,Khan Abdul A (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,891,,Klotz Leidy E (0911-CECAS),3, #,#,#,#,#,#,#,#,#,#
C E,891,,Pang Weichiang (0911-CECAS),3, #,#,#,#,#,#,#,#,#,#
C E,891,,Putman Bradley J (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,891,,Rangaraju Prasada Ra (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,891,,Ravichandran Nadaraj (0911-CECAS),3, #,#,#,#,#,#,#,#,#,#
C E,891,,Schiff Scott D (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,891,,Testik Firat Yener (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,893,,Esmaeilpoursaee Amir (0911-CECAS),10, 70.00,30.00,0,0,0,0,0,0,0,0
C E,991,,Andrus Ronald D. (0911-CECAS),3, #,#,#,#,#,#,#,#,#,#
C E,991,,Atamturktur Huriye S (0911-CECAS),6, #,#,#,#,#,#,#,#,#,#
C E,991,,Chowdhury Mashrur A (0911-CECAS),6, #,#,#,#,#,#,#,#,#,#
C E,991,,Esmaeilpoursaee Amir (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,991,,Juang Charng-hsein (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,991,,Kaye Nigel Gregory (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,991,,Khan Abdul A (0911-CECAS),5, #,#,#,#,#,#,#,#,#,#
C E,991,,Klotz Leidy E (0911-CECAS),6, #,#,#,#,#,#,#,#,#,#
C E,991,,Martin Julie Patrici (0956-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,991,,Nielson Bryant G (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,991,,Ogle Jennifer H (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,991,,Pang Weichiang (0911-CECAS),6, #,#,#,#,#,#,#,#,#,#
C E,991,,Putman Bradley J (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
C E,991,,Rangaraju Prasada Ra (0911-CECAS),4, #,#,#,#,#,#,#,#,#,#
C E,991,,Schiff Scott D (0911-CECAS),1, #,#,#,#,#,#,#,#,#,#
C E,991,,Testik Firat Yener (0911-CECAS),2, #,#,#,#,#,#,#,#,#,#
""
E C E,201,,Reid III William J (0915-CECAS),1, #,#,#,#,#,#,#,#,#,#
E C E,201,,Zhu Lin (0915-CECAS),44, 40.91,40.91,6.82,11.36,0,0,0,0,0,0
E C E,202,,Harrell William R (0915-CECAS),56, 12.50,21.43,37.50,14.29,10.71,3.57,0,0,0,0
E C E,209,,Burg Timothy C (0915-CECAS),34, 85.29,8.82,2.94,0,0,2.94,0,0,0,0
E C E,211,,Burg Timothy C (0915-CECAS),31, 70.97,22.58,0,0,0,6.45,0,0,0,0
E C E,212,,Burg Timothy C (0915-CECAS),89, 100.00,0,0,0,0,0,0,0,0,0
E C E,222,,Reid III William J (0915-CECAS),65, 27.69,29.23,29.23,6.15,4.62,3.08,0,0,0,0
E C E,223,,Wang Kuang-Ching (0915-CECAS),13, 15.38,38.46,15.38,0,15.38,7.69,7.69,0,0,0
E C E,262,,Bridgwood Michael A (0915-CECAS),2, #,#,#,#,#,#,#,#,#,#
E C E,262,,Xu Xiao-bang (0915-CECAS),76, 57.89,19.74,15.79,6.58,0,0,0,0,0,0
E C E,262,H,Hubbard Stephen J (0915-CECAS),17, 58.82,29.41,5.88,5.88,0,0,0,0,0,0
E C E,272,,Reid III William J (0915-CECAS),108, 22.22,27.78,40.74,4.63,1.85,2.78,0,0,0,0
E C E,273,,Burg Timothy C (0915-CECAS),106, 93.40,0,2.83,0,2.83,0.94,0,0,0,0
E C E,299,,Birchfield Stanley T (0915-CECAS),1, #,#,#,#,#,#,#,#,#,#
E C E,299,,Smith Melissa Crawle (0915-CECAS),2, #,#,#,#,#,#,#,#,#,#
E C E,299,,Wang Kuang-Ching (0915-CECAS),2, #,#,#,#,#,#,#,#,#,#
E C E,300,H,Xu Xiao-bang (0915-CECAS),4, #,#,#,#,#,#,#,#,#,#
E C E,307,,Bridgwood Michael A (0915-CECAS),69, 66.67,14.49,10.14,1.45,2.90,4.35,0,0,0,0
E C E,307,,Kim Sung-O (0915-CECAS),155, 76.13,17.42,4.52,0,0,1.94,0,0,0,0
E C E,307,,Martin Anthony Q (0915-CECAS),56, 5.36,28.57,26.79,21.43,10.71,7.14,0,0,0,0
E C E,309,,Burg Timothy C (0915-CECAS),270, 91.85,5.19,0.37,0,0,2.59,0,0,0,0
E C E,311,,Burg Timothy C (0915-CECAS),35, 85.71,5.71,0,0,2.86,5.71,0,0,0,0
E C E,312,,Burg Timothy C (0915-CECAS),38, 89.47,5.26,2.63,0,2.63,0,0,0,0,0
E C E,317,,Hubbard Stephen J (0915-CECAS),56, 14.29,25.00,25.00,16.07,16.07,3.57,0,0,0,0
E C E,317,H,Hubbard Stephen J (0915-CECAS),9, #,#,#,#,#,#,#,#,#,#
E C E,320,,Hubbard Stephen J (0915-CECAS),52, 21.15,21.15,30.77,7.69,13.46,3.85,1.92,0,0,0
E C E,321,,Bridgwood Michael A (0915-CECAS),44, 22.73,22.73,43.18,6.82,4.55,0,0,0,0,0
E C E,327,,Ligon Walter B (0915-CECAS),24, 37.50,37.50,8.33,0,4.17,12.50,0,0,0,0
E C E,330,,Baum Carl W (0915-CECAS),45, 22.22,20.00,31.11,17.78,2.22,4.44,2.22,0,0,0
E C E,352,,Schalkoff Robert J (0915-CECAS),42, 73.81,11.90,9.52,0,0,4.76,0,0,0,0
E C E,360,,Hadidi Ramtin (0915-CECAS),54, 25.93,35.19,14.81,7.41,7.41,9.26,0,0,0,0
E C E,360,,Makram Elham B (0915-CECAS),1, #,#,#,#,#,#,#,#,#,#
E C E,371,,Reid III William J (0915-CECAS),35, 17.14,40.00,22.86,11.43,2.86,2.86,2.86,0,0,0
E C E,372,,Burg Timothy C (0915-CECAS),31, 90.32,6.45,0,0,0,3.23,0,0,0,0
E C E,380,,Martin Anthony Q (0915-CECAS),49, 16.33,46.94,10.20,14.29,8.16,4.08,0,0,0,0
E C E,381,,Pearson L Wilson (0915-CECAS),39, 12.82,46.15,28.21,0,7.69,2.56,2.56,0,0,0
E C E,399,,Birchfield Stanley T (0915-CECAS),9, #,#,#,#,#,#,#,#,#,#
E C E,399,,Shen Hai Ying (0915-CECAS),5, #,#,#,#,#,#,#,#,#,#
E C E,399,,Smith Melissa Crawle (0915-CECAS),1, #,#,#,#,#,#,#,#,#,#
E C E,405,,Burg Timothy C (0915-CECAS),1, #,#,#,#,#,#,#,#,#,#
E C E,409,,Dawson Darren M (0915-CECAS),31, 35.48,25.81,29.03,0,3.23,3.23,3.23,0,0,0
E C E,412,,Makram Elham B (0915-CECAS),4, #,#,#,#,#,#,#,#,#,#
E C E,417,,Birchfield Stanley T (0915-CECAS),13, 38.46,15.38,46.15,0,0,0,0,0,0,0
E C E,419,,Hadidi Ramtin (0915-CECAS),24, 33.33,33.33,25.00,4.17,4.17,0,0,0,0,0
E C E,420,,Makram Elham B (0915-CECAS),34, 44.12,26.47,20.59,2.94,0,5.88,0,0,0,0
E C E,427,,Baum Carl W (0915-CECAS),42, 9.52,19.05,35.71,30.95,4.76,0,0,0,0,0
E C E,430,H,Pursley Michael B (0915-CECAS),1, #,#,#,#,#,#,#,#,#,#
E C E,432,,Bridgwood Michael A (0915-CECAS),16, 56.25,12.50,25.00,0,6.25,0,0,0,0,0
E C E,438,,Russell Harlan B (0915-CECAS),14, 28.57,57.14,7.14,0,7.14,0,0,0,0,0
E C E,446,,Martin Anthony Q (0915-CECAS),8, #,#,#,#,#,#,#,#,#,#
E C E,459,,Poole Kelvin F (0915-CECAS),11, 27.27,27.27,27.27,0,0,0,0,18.18,0,0
E C E,468,,Hoover Adam W (0915-CECAS),19, 78.95,21.05,0,0,0,0,0,0,0,0
E C E,473,,Ligon Walter B (0915-CECAS),4, #,#,#,#,#,#,#,#,#,#
E C E,491,H,Brooks Richard R (0915-CECAS),1, #,#,#,#,#,#,#,#,#,#
E C E,491,H,Groff Richard E (0915-CECAS),2, #,#,#,#,#,#,#,#,#,#
E C E,491,H,Kim Sung-O (0915-CECAS),2, #,#,#,#,#,#,#,#,#,#
