Course,Number,Prefix,Prof_Name (Assigned Dept-College),Enrolled ,A,B,C,D,F,W,I ,*,P,F
CE,2010,,"Khoshnevisan, Sara (0911-CECAS)",44, 65.91,11.36,18.18,0,2.27,2.27,0,0,0,0
CE,2010,,"Nilsson, R Kent (0911-CECAS)",46, 23.91,65.22,6.52,2.17,0,2.17,0,0,0,0
CE,2010,,"Soltani, Mahmoodreza (0911-CECAS)",60, 53.33,35.00,5.00,0,3.33,3.33,0,0,0,0
CE,2010,,"Sternhagen, Melissa M (0911-CECAS)",75, 17.33,30.67,20.00,8.00,9.33,14.67,0,0,0,0
CE,2010,H,"Sternhagen, Melissa M (0911-CECAS)",6, #,#,#,#,#,#,#,#,#,#
CE,2060,,"Nielson, Bryant G (0911-CECAS)",96, 29.17,36.46,25.00,4.17,3.13,2.08,0,0,0,0
CE,2080,,"Cousins, Thomas Edford (0911-CECAS)",40, 27.50,37.50,20.00,7.50,0,7.50,0,0,0,0
CE,2080,,"Sternhagen, Melissa M (0911-CECAS)",94, 12.77,39.36,24.47,5.32,6.38,11.70,0,0,0,0
CE,2550,,"Sarasua, Wayne A (0911-CECAS)",56, 32.14,44.64,14.29,0,7.14,1.79,0,0,0,0
CE,2990,,"Pang, Weichiang (0911-CECAS)",9, #,#,#,#,#,#,#,#,#,#
CE,2990,,"Putman, Bradley J (0911-CECAS)",11, 90.91,0,0,0,0,9.09,0,0,0,0
CE,3010,,"Csernak, Stephen F (0911-CECAS)",33, 27.27,27.27,30.30,3.03,9.09,3.03,0,0,0,0
CE,3110,,"Huang, Yongxi (0911-CECAS)",79, 35.44,35.44,17.72,5.06,3.80,2.53,0,0,0,0
CE,3210,,"Juang, Charng-hsein (0911-CECAS)",39, 56.41,28.21,7.69,2.56,5.13,0,0,0,0,0
CE,3210,,"Khoshnevisan, Sara (0911-CECAS)",43, 93.02,4.65,2.33,0,0,0,0,0,0,0
CE,3310,,"Burati, James L (0911-CECAS)",54, 33.33,37.04,24.07,1.85,3.70,0,0,0,0,0
CE,3410,,"Kaye, Nigel Gregory (0911-CECAS)",59, 35.59,38.98,16.95,3.39,3.39,1.69,0,0,0,0
CE,3420,,"Khan, Abdul A (0911-CECAS)",42, 21.43,35.71,28.57,4.76,4.76,4.76,0,0,0,0
CE,3420,,"Mishra, Ashok (0911-CECAS)",39, 51.28,35.90,10.26,0,0,2.56,0,0,0,0
CE,3510,,"Rangaraju, Prasada Rao (0911-CECAS)",39, 30.77,53.85,10.26,0,2.56,2.56,0,0,0,0
CE,3520,,"Burati, James L (0911-CECAS)",47, 38.30,40.43,4.26,10.64,2.13,4.26,0,0,0,0
CE,3520,,"Putman, Bradley J (0911-CECAS)",40, 57.50,25.00,12.50,2.50,0,2.50,0,0,0,0
CE,3530,,"Cousins, Thomas Edford (0911-CECAS)",61, 95.08,3.28,1.64,0,0,0,0,0,0,0
CE,3870,H,"Burati, James L (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,3990,,"Atamturktur Russcher, Sez (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,3990,,"Ogle, Jennifer H (0911-CECAS)",4, #,#,#,#,#,#,#,#,#,#
CE,3990,,"Pang, Weichiang (0911-CECAS)",11, 90.91,0,0,0,0,9.09,0,0,0,0
CE,3990,,"Putman, Bradley J (0911-CECAS)",6, #,#,#,#,#,#,#,#,#,#
CE,4020,,"Ross, Brandon E (0911-CECAS)",70, 50.00,30.00,10.00,4.29,2.86,2.86,0,0,0,0
CE,4080,,"Nielson, Bryant G (0911-CECAS)",26, 26.92,34.62,19.23,11.54,3.85,3.85,0,0,0,0
CE,4110,,"Ogle, Jennifer H (0911-CECAS)",19, 63.16,31.58,0,0,0,5.26,0,0,0,0
CE,4120,,"Chowdhury, Mashrur A (0911-CECAS)",20, 55.00,40.00,5.00,0,0,0,0,0,0,0
CE,4210,,"Ravichandran, Nadarajah (0911-CECAS)",43, 27.91,41.86,23.26,2.33,2.33,2.33,0,0,0,0
CE,4340,,"Piratla, Kalyan Ram (0911-CECAS)",67, 73.13,20.90,4.48,0,1.49,0,0,0,0,0
CE,4360,,"Klotz, Leidy E (0911-CECAS)",64, 82.81,15.63,1.56,0,0,0,0,0,0,0
CE,4430,,"Khan, Abdul A (0911-CECAS)",6, #,#,#,#,#,#,#,#,#,#
CE,4590,,"Csernak, Stephen F (0911-CECAS)",79, 48.10,45.57,3.80,2.53,0,0,0,0,0,0
CE,4910,,"Esmaeilpoursaee, Amirreza (0911-CECAS)",10, 70.00,20.00,0,0,0,10.00,0,0,0,0
CE,4990,,"Chen, Qiushi (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
CE,4990,,"Klotz, Leidy E (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,4990,,"Ogle, Jennifer H (0911-CECAS)",92, 97.83,0,0,0,0,2.17,0,0,0,0
CE,4990,,"Pang, Weichiang (0911-CECAS)",10, 100.00,0,0,0,0,0,0,0,0,0
CE,4990,,"Putman, Bradley J (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
CE,6080,,"Nielson, Bryant G (0911-CECAS)",30, 60.00,33.33,6.67,0,0,0,0,0,0,0
CE,6110,,"Ogle, Jennifer H (0911-CECAS)",9, #,#,#,#,#,#,#,#,#,#
CE,6120,,"Chowdhury, Mashrur A (0911-CECAS)",6, #,#,#,#,#,#,#,#,#,#
CE,6210,,"Ravichandran, Nadarajah (0911-CECAS)",4, #,#,#,#,#,#,#,#,#,#
CE,6340,,"Piratla, Kalyan Ram (0911-CECAS)",14, 57.14,42.86,0,0,0,0,0,0,0,0
CE,6360,,"Klotz, Leidy E (0911-CECAS)",30, 93.33,6.67,0,0,0,0,0,0,0,0
CE,6430,,"Khan, Abdul A (0911-CECAS)",7, #,#,#,#,#,#,#,#,#,#
CE,6910,,"Esmaeilpoursaee, Amirreza (0911-CECAS)",5, #,#,#,#,#,#,#,#,#,#
CE,8010,,"Ravichandran, Nadarajah (0911-CECAS)",17, 35.29,47.06,5.88,0,0,11.76,0,0,0,0
CE,8280,,"Rangaraju, Prasada Rao (0911-CECAS)",28, 71.43,25.00,0,0,0,3.57,0,0,0,0
CE,8530,,"Chowdhury, Mashrur A (0911-CECAS)",7, #,#,#,#,#,#,#,#,#,#
CE,8550,,"Huang, Yongxi (0911-CECAS)",8, #,#,#,#,#,#,#,#,#,#
CE,8890,,"Andrus, Ronald D. (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8890,,"Ogle, Jennifer H (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8890,,"Piratla, Kalyan Ram (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8890,,"Putman, Bradley J (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8890,,"Ravichandran, Nadarajah (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,8890,,"Ross, Brandon E (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
CE,8900,,"Burati, James L (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8900,,"Juang, Charng-hsein (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Atamturktur Russcher, Sez (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Chowdhury, Mashrur A (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Cousins, Thomas Edford (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Mishra, Ashok (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Ogle, Jennifer H (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Pang, Weichiang (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Piratla, Kalyan Ram (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Putman, Bradley J (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Rangaraju, Prasada Rao (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Ross, Brandon E (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,8910,,"Sarasua, Wayne A (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,8930,,"Chalil Madathil, Kapil (0911-CECAS)",30, 73.33,16.67,0,0,6.67,3.33,0,0,0,0
CE,8930,,"Chen, Qiushi (0911-CECAS)",9, #,#,#,#,#,#,#,#,#,#
CE,8930,,"Cousins, Thomas Edford (0911-CECAS)",24, 50.00,41.67,8.33,0,0,0,0,0,0,0
CE,8930,,"Pang, Weichiang (0911-CECAS)",19, 89.47,10.53,0,0,0,0,0,0,0,0
CE,9910,,"Andrus, Ronald D. (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Atamturktur Russcher, Sez (0911-CECAS)",7, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Chalil Madathil, Kapil (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Chen, Qiushi (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Chowdhury, Mashrur A (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Esmaeilpoursaee, Amirreza (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Juang, Charng-hsein (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Kaye, Nigel Gregory (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Khan, Abdul A (0911-CECAS)",4, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Klotz, Leidy E (0911-CECAS)",8, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Landis, Amy Elaine (0911-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Martin, Julie Patricia (0956-CECAS)",1, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Mishra, Ashok (0911-CECAS)",4, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Ogle, Jennifer H (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Pang, Weichiang (0911-CECAS)",9, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Piratla, Kalyan Ram (0911-CECAS)",4, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Putman, Bradley J (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Rangaraju, Prasada Rao (0911-CECAS)",2, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Ravichandran, Nadarajah (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Ross, Brandon E (0911-CECAS)",5, #,#,#,#,#,#,#,#,#,#
CE,9910,,"Sarasua, Wayne A (0911-CECAS)",3, #,#,#,#,#,#,#,#,#,#
""
ECE,1990,,"Reid, William J (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,1990,,"Smith, Melissa Crawley (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,1990,,"Wang, Yongqiang (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,2010,,"Zhu, Lin (0915-CECAS)",54, 31.48,24.07,16.67,14.81,7.41,5.56,0,0,0,0
ECE,2020,,"Harrell, William R (0915-CECAS)",65, 21.54,26.15,21.54,15.38,9.23,6.15,0,0,0,0
ECE,2070,,"Asif, Amir Ahmed (0915-CECAS)",138, 41.30,36.96,16.67,4.35,0,0.72,0,0,0,0
ECE,2070,,"Kolodzey, William Thomas (0915-CECAS)",99, 44.44,30.30,11.11,7.07,4.04,3.03,0,0,0,0
ECE,2070,,"Xiao, Hai (0915-CECAS)",144, 16.67,40.97,27.08,2.78,6.94,5.56,0,0,0,0
ECE,2080,,"Kapadia, Apoorva Deepak (0915-CECAS)",368, 91.30,5.71,0.82,0,0,2.17,0,0,0,0
ECE,2090,,"Kapadia, Apoorva Deepak (0915-CECAS)",46, 93.48,4.35,0,0,0,2.17,0,0,0,0
ECE,2110,,"Kapadia, Apoorva Deepak (0915-CECAS)",55, 83.64,5.45,3.64,0,0,7.27,0,0,0,0
ECE,2120,,"Kapadia, Apoorva Deepak (0915-CECAS)",109, 98.17,0,0,0,0.92,0.92,0,0,0,0
ECE,2220,,"Reid, William J (0915-CECAS)",70, 28.57,37.14,14.29,4.29,5.71,10.00,0,0,0,0
ECE,2230,,"Russell, Harlan B (0915-CECAS)",28, 14.29,21.43,28.57,10.71,10.71,14.29,0,0,0,0
ECE,2620,,"Groff, Richard E (0915-CECAS)",88, 37.50,31.82,21.59,3.41,2.27,3.41,0,0,0,0
ECE,2620,H,"Kapadia, Apoorva Deepak (0915-CECAS)",18, 94.44,0,0,0,0,5.56,0,0,0,0
ECE,2720,,"Reid, William J (0915-CECAS)",116, 25.86,39.66,27.59,2.59,2.59,1.72,0,0,0,0
ECE,2730,,"Kapadia, Apoorva Deepak (0915-CECAS)",114, 80.70,14.91,0.88,0.88,0.88,1.75,0,0,0,0
ECE,2990,,"Reid, William J (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,2990,,"Smith, Melissa Crawley (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,2990,,"Wang, Kuang-Ching (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,2990,,"Wang, Yongqiang (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,2990,H,"Wang, Kuang-Ching (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,3000,H,"Noneaker, Daniel L (0915-CECAS)",12, 100.00,0,0,0,0,0,0,0,0,0
ECE,3110,,"Kapadia, Apoorva Deepak (0915-CECAS)",51, 76.47,19.61,1.96,0,0,1.96,0,0,0,0
ECE,3120,,"Kapadia, Apoorva Deepak (0915-CECAS)",38, 94.74,2.63,2.63,0,0,0,0,0,0,0
ECE,3170,,"Hubbard, Stephen J (0915-CECAS)",81, 14.81,23.46,35.80,12.35,7.41,6.17,0,0,0,0
ECE,3170,H,"Baum, Carl W (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,3200,,"Hubbard, Stephen J (0915-CECAS)",80, 16.25,20.00,25.00,18.75,16.25,3.75,0,0,0,0
ECE,3210,,"Hubbard, Stephen J (0915-CECAS)",49, 34.69,36.73,12.24,10.20,4.08,2.04,0,0,0,0
ECE,3220,,"Sorber, Jacob M (0974-CECAS)",27, 11.11,25.93,29.63,3.70,0,29.63,0,0,0,0
ECE,3270,,"Smith, Melissa Crawley (0915-CECAS)",32, 9.38,34.38,25.00,12.50,12.50,6.25,0,0,0,0
ECE,3300,,"Baum, Carl W (0915-CECAS)",64, 17.19,15.63,31.25,18.75,7.81,9.38,0,0,0,0
ECE,3520,,"Schalkoff, Robert J (0915-CECAS)",25, 40.00,44.00,12.00,0,0,4.00,0,0,0,0
ECE,3600,,"Collins, Edward R (0901-CECAS)",36, 36.11,30.56,19.44,5.56,8.33,0,0,0,0,0
ECE,3710,,"Reid, William J (0915-CECAS)",59, 38.98,30.51,10.17,8.47,6.78,5.08,0,0,0,0
ECE,3720,,"Kapadia, Apoorva Deepak (0915-CECAS)",56, 64.29,26.79,1.79,3.57,0,3.57,0,0,0,0
ECE,3800,,"Martin, Anthony Q (0915-CECAS)",63, 11.11,22.22,39.68,12.70,11.11,3.17,0,0,0,0
ECE,3810,,"Johnson, Eric Gordon (0915-CECAS)",44, 31.82,31.82,29.55,4.55,2.27,0,0,0,0,0
ECE,3990,,"Reid, William J (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,3990,,"Singh, Rajendra (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,3990,,"Smith, Melissa Crawley (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,3990,,"Wang, Yongqiang (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,4050,,"Collins, Edward R (0901-CECAS)",5, #,#,#,#,#,#,#,#,#,#
ECE,4050,,"Groff, Richard E (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,4090,,"Kapadia, Apoorva Deepak (0915-CECAS)",49, 63.27,24.49,6.12,2.04,2.04,2.04,0,0,0,0
ECE,4120,,"Makram, Elham B (0915-CECAS)",13, 84.62,7.69,0,0,0,7.69,0,0,0,0
ECE,4190,,"Corzine, Keith A (0915-CECAS)",26, 38.46,26.92,26.92,3.85,0,3.85,0,0,0,0
ECE,4200,,"Makram, Elham B (0915-CECAS)",39, 28.21,23.08,23.08,10.26,2.56,12.82,0,0,0,0
ECE,4270,,"Manandhar, Madhabi (0915-CECAS)",47, 38.30,21.28,14.89,12.77,8.51,4.26,0,0,0,0
ECE,4320,,"Koley, Goutam (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,4370,,"Wang, Pingshan (0915-CECAS)",7, #,#,#,#,#,#,#,#,#,#
ECE,4380,,"Russell, Harlan B (0915-CECAS)",41, 29.27,26.83,29.27,4.88,4.88,4.88,0,0,0,0
ECE,4400,,"Wang, Kuang-Ching (0915-CECAS)",37, 21.62,56.76,16.22,0,0,5.41,0,0,0,0
ECE,4460,,"Martin, Anthony Q (0915-CECAS)",12, 58.33,25.00,8.33,8.33,0,0,0,0,0,0
ECE,4680,,"Hoover, Adam W (0915-CECAS)",24, 75.00,25.00,0,0,0,0,0,0,0,0
ECE,4910,H,"Collins, Edward R (0901-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,4910,H,"Russell, Harlan B (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,4910,H,"Singh, Rajendra (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,4910,H,"Walker, Ian D (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,4920,,"Kapadia, Apoorva Deepak (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,4920,,"Venayagamoorthy, Ganesh Kumar (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,4930,,"Park, William J (0915-CECAS)",7, #,#,#,#,#,#,#,#,#,#
ECE,4950,,"Kapadia, Apoorva Deepak (0915-CECAS)",30, 76.67,23.33,0,0,0,0,0,0,0,0
ECE,4960,,"Groff, Richard E (0915-CECAS)",101, 56.44,29.70,12.87,0,0,0.99,0,0,0,0
ECE,4990,,"Reid, William J (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,4990,,"Singh, Rajendra (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,4990,,"Smith, Melissa Crawley (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,4990,,"Wang, Kuang-Ching (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,4990,,"Wang, Yongqiang (0915-CECAS)",20, 60.00,40.00,0,0,0,0,0,0,0,0
ECE,4990,H,"Smith, Melissa Crawley (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,6190,,"Corzine, Keith A (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,6200,,"Makram, Elham B (0915-CECAS)",4, #,#,#,#,#,#,#,#,#,#
ECE,6320,,"Koley, Goutam (0915-CECAS)",13, 23.08,69.23,7.69,0,0,0,0,0,0,0
ECE,6370,,"Wang, Pingshan (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,6380,,"Russell, Harlan B (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,6400,,"Wang, Kuang-Ching (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,6680,,"Hoover, Adam W (0915-CECAS)",18, 61.11,33.33,0,0,5.56,0,0,0,0,0
ECE,8020,,"Salem, Thomas E (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,8210,,"Pursley, Michael B (0915-CECAS)",4, #,#,#,#,#,#,#,#,#,#
ECE,8230,,"Singh, Rajendra (0915-CECAS)",10, 90.00,10.00,0,0,0,0,0,0,0,0
ECE,8260,,"Singh, Rajendra (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,8300,,"Martin, Anthony Q (0915-CECAS)",4, #,#,#,#,#,#,#,#,#,#
ECE,8400,,"Harrell, William R (0915-CECAS)",16, 68.75,25.00,0,0,6.25,0,0,0,0,0
ECE,8480,,"Russell, Harlan B (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,8510,,"Ligon, Walter B (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,8570,,"Noneaker, Daniel L (0915-CECAS)",9, #,#,#,#,#,#,#,#,#,#
ECE,8620,,"Venayagamoorthy, Ganesh Kumar (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,8630,,"Hadidi, Ramtin (0915-CECAS)",10, 60.00,30.00,0,0,0,10.00,0,0,0,0
ECE,8690,,"Walker, Ian D (0915-CECAS)",10, 100.00,0,0,0,0,0,0,0,0,0
ECE,8720,,"Schalkoff, Robert J (0915-CECAS)",42, 52.38,38.10,4.76,0,0,4.76,0,0,0,0
ECE,8740,,"Wang, Yongqiang (0915-CECAS)",25, 44.00,56.00,0,0,0,0,0,0,0,0
ECE,8790,,"Smith, Melissa Crawley (0915-CECAS)",23, 17.39,17.39,56.52,0,4.35,4.35,0,0,0,0
ECE,8910,,"Baum, Carl W (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Brooks, Richard R (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Corzine, Keith A (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Dong, Liang (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Groff, Richard E (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Harrell, William R (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Hoover, Adam W (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Ligon, Walter B (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Makram, Elham B (0915-CECAS)",4, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Russell, Harlan B (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Schalkoff, Robert J (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Shen, Hai Ying (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Singh, Rajendra (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Smith, Melissa Crawley (0915-CECAS)",9, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Walker, Ian D (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Wang, Kuang-Ching (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Wang, Pingshan (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Wang, Yongqiang (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Xiao, Hai (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,8910,,"Zhu, Lin (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8920,,"Martin, Anthony Q (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8920,,"Singh, Rajendra (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,8920,,"Venayagamoorthy, Ganesh Kumar (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,8930,,"Brooks, Richard R (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,8930,,"Dong, Liang (0915-CECAS)",5, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Baum, Carl W (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Brooks, Richard R (0915-CECAS)",4, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Collins, Edward R (0901-CECAS)",4, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Corzine, Keith A (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Dong, Liang (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Groff, Richard E (0915-CECAS)",4, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Harrell, William R (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Hoover, Adam W (0915-CECAS)",5, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Johnson, Eric Gordon (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Koley, Goutam (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Ligon, Walter B (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Makram, Elham B (0915-CECAS)",9, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Noneaker, Daniel L (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Pursley, Michael B (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Russell, Harlan B (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Shen, Hai Ying (0915-CECAS)",11, 0,0,0,0,0,0,0,0,100.00,0
ECE,9910,,"Singh, Rajendra (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Smith, Melissa Crawley (0915-CECAS)",5, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Venayagamoorthy, Ganesh Kumar (0915-CECAS)",9, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Walker, Ian D (0915-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Wang, Kuang-Ching (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Wang, Pingshan (0915-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Wang, Yongqiang (0915-CECAS)",3, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Xiao, Hai (0915-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ECE,9910,,"Zhu, Lin (0915-CECAS)",1, #,#,#,#,#,#,#,#,#,#
""
ESED,8000,,"Lee, Cindy M (0919-CECAS)",8, #,#,#,#,#,#,#,#,#,#
ESED,8250,,"Benson, Lisa C (0956-CECAS)",7, #,#,#,#,#,#,#,#,#,#
ESED,8610,,"Lee, Cindy M (0919-CECAS)",2, #,#,#,#,#,#,#,#,#,#
ESED,8710,,"Watson, Charity N (0975-CSCI)",11, 90.91,0,0,0,0,9.09,0,0,0,0
ESED,9910,,"Benson, Lisa C (0956-CECAS)",6, #,#,#,#,#,#,#,#,#,#
ESED,9910,,"High, Karen Ann (0901-CECAS)",1, #,#,#,#,#,#,#,#,#,#
ESED,9910,,"Martin, Julie Patricia (0956-CECAS)",4, #,#,#,#,#,#,#,#,#,#
ESED,9910,,"Moysey, Stephen Michael (0919-CECAS)",1, #,#,#,#,#,#,#,#,#,#
""
BE,2100,,"Zheng, Yi (0919-CECAS)",19, 84.21,5.26,5.26,0,0,5.26,0,0,0,0
BE,3010,H,"Walker, Terry H (0919-CECAS)",1, #,#,#,#,#,#,#,#,#,#
BE,3220,,"Owino, Tom O. (0919-CECAS)",26, 26.92,42.31,23.08,0,3.85,3.85,0,0,0,0
BE,4000,H,"Owino, Tom O. (0919-CECAS)",1, #,#,#,#,#,#,#,#,#,#
BE,4120,,"Drapcho, Caye Marie (0919-CECAS)",23, 52.17,30.43,4.35,0,8.70,4.35,0,0,0,0
