Course,Number,Prefix,Prof_Name (Assigned Dept-College),Enrolled ,A,B,C,D,F,W,I ,*,P,F
AP EC,991,,Dougan William R (1309-CBUS),6, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Hughes David Wheeler (0310-CAFLS),1, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Isengildina Olga Urj (1309-CBUS),1, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Jerzmanowski Michal (1309-CBUS),3, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Kropp Jaclyn D. (1309-CBUS),1, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Maloney Michael Thom (1309-CBUS),1, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Mroz Thomas Alvin (1309-CBUS),4, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Sauer Jr Raymond D (1309-CBUS),1, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Simon Curtis J (1309-CBUS),7, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Tamura Robert F (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Templeton Scott R. (1309-CBUS),1, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Tollison Robert Dewi (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Ward William A (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Willis David Brian (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
AP EC,991,,Wilson Paul Wayne (1309-CBUS),1, #,#,#,#,#,#,#,#,#,#
C R D,361,,Hughes David Wheeler (0310-CAFLS),27, 59.26,40.74,0,0,0,0,0,0,0,0
C R D,491,,Espey Molly (1309-CBUS),4, #,#,#,#,#,#,#,#,#,#
C R D,491,,Robinson Kenneth L (1356-CBSHS),1, #,#,#,#,#,#,#,#,#,#
ECON,200,,Bruns Richard Aaron (1309-CBUS),62, 48.39,16.13,16.13,8.06,8.06,3.23,0,0,0,0
ECON,200,,Ivankovic Miren (1309-CBUS),40, 35.00,27.50,20.00,2.50,2.50,12.50,0,0,0,0
ECON,211,,Bai Bing (1309-CBUS),34, 32.35,52.94,11.76,0,0,2.94,0,0,0,0
ECON,211,,Blott Adam N (1309-CBUS),114, 21.05,38.60,28.95,5.26,1.75,4.39,0,0,0,0
ECON,211,,Clance Matthew Willi (1309-CBUS),115, 19.13,56.52,20.87,1.74,0,1.74,0,0,0,0
ECON,211,,Gearhart III Richard (1309-CBUS),79, 25.32,48.10,24.05,1.27,0,1.27,0,0,0,0
ECON,211,,Harris Wesley R (7115-ATH),87, 22.99,31.03,29.89,9.20,1.15,5.75,0,0,0,0
ECON,211,,Lamontagne Laura M (1309-CBUS),150, 20.00,36.67,25.33,7.33,4.67,6.00,0,0,0,0
ECON,211,,Shippey John Devin (1309-CBUS),104, 21.15,33.65,27.88,10.58,2.88,2.88,0.96,0,0,0
ECON,211,,Thomas Charles J (1309-CBUS),335, 22.39,33.43,23.88,9.85,4.48,5.97,0,0,0,0
ECON,211,H,Warren Patrick L (1309-CBUS),15, 40.00,46.67,0,0,0,13.33,0,0,0,0
ECON,212,,Allen Ralph Charles (1309-CBUS),125, 18.40,25.60,21.60,7.20,10.40,16.00,0.80,0,0,0
ECON,212,,Pal Sarmistha (1309-CBUS),37, 24.32,45.95,13.51,0,13.51,2.70,0,0,0,0
ECON,212,,Placone Dennis L (1309-CBUS),78, 20.51,35.90,24.36,11.54,3.85,3.85,0,0,0,0
ECON,212,,Portnykh Margarita (1309-CBUS),39, 23.08,53.85,17.95,2.56,2.56,0,0,0,0,0
ECON,212,,Scott Michael D (1309-CBUS),83, 31.33,28.92,14.46,7.23,8.43,9.64,0,0,0,0
ECON,212,,Timmerman Laura Crew (7115-ATH),77, 19.48,33.77,32.47,5.19,0,9.09,0,0,0,0
ECON,302,,Gordon David B (1309-CBUS),24, 25.00,58.33,8.33,0,0,4.17,4.17,0,0,0
ECON ,306,,Huff Jared M (1309-CBUS),29, 48.28,24.14,10.34,13.79,0,3.45,0,0,0,0
ECON,310,,Placone Dennis L (1309-CBUS),65, 23.08,35.38,24.62,3.08,3.08,9.23,1.54,0,0,0
ECON,314,,Hanssen Frederick An (1309-CBUS),83, 18.07,20.48,27.71,6.02,14.46,13.25,0,0,0,0
ECON,314,,Simon Curtis J (1309-CBUS),37, 32.43,40.54,18.92,2.70,2.70,2.70,0,0,0,0
ECON,314,H,Dougan William R (1309-CBUS),10, 60.00,30.00,0,0,0,10.00,0,0,0,0
ECON,315,,Jerzmanowski Michal (1309-CBUS),46, 30.43,26.09,19.57,4.35,15.22,4.35,0,0,0,0
ECON,315,,Mityakov Sergey Vlad (1309-CBUS),42, 45.24,23.81,14.29,0,7.14,9.52,0,0,0,0
ECON,319,,Espey Molly (1309-CBUS),23, 21.74,60.87,17.39,0,0,0,0,0,0,0
ECON,344,,Cvrcek Tomas (1309-CBUS),40, 25.00,52.50,17.50,0,5.00,0,0,0,0,0
ECON,350,,Daniels Eric D (1310-CBUS),44, 25.00,40.91,18.18,2.27,6.82,6.82,0,0,0,0
ECON,390,H,Dougan William R (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
ECON,397,,Bodenhorn Howard Nel (1309-CBUS),6, #,#,#,#,#,#,#,#,#,#
ECON,397,,Tamura Robert F (1309-CBUS),5, #,#,#,#,#,#,#,#,#,#
ECON,402,,Bodenhorn Howard Nel (1309-CBUS),38, 15.79,44.74,21.05,10.53,7.89,0,0,0,0,0
ECON,405,,Carpio Carlos Enriqu (1309-CBUS),41, 29.27,36.59,19.51,2.44,4.88,7.32,0,0,0,0
ECON,410,,Tamura Robert F (1309-CBUS),30, 16.67,53.33,23.33,0,6.67,0,0,0,0,0
ECON,412,,Baier Scott L. (1309-CBUS),27, 33.33,33.33,7.41,7.41,11.11,7.41,0,0,0,0
ECON,423,,Miller Daniel Patric (1309-CBUS),13, 61.54,38.46,0,0,0,0,0,0,0,0
ECON,424,,Miller Daniel Patric (1309-CBUS),7, #,#,#,#,#,#,#,#,#,#
ECON,425,,Tollison Robert Dewi (1309-CBUS),30, 33.33,56.67,10.00,0,0,0,0,0,0,0
ECON,430,,Wood Daniel H (1309-CBUS),13, 69.23,23.08,0,0,0,7.69,0,0,0,0
ECON,491,H,Sauer Jr Raymond D (1309-CBUS),4, #,#,#,#,#,#,#,#,#,#
ECON,498,,Dougan William R (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
ECON,605,,Carpio Carlos Enriqu (1309-CBUS),18, 50.00,27.78,11.11,5.56,0,5.56,0,0,0,0
ECON,610,,Tamura Robert F (1309-CBUS),8, #,#,#,#,#,#,#,#,#,#
ECON,612,,Baier Scott L. (1309-CBUS),13, 30.77,53.85,15.38,0,0,0,0,0,0,0
ECON,623,,Miller Daniel Patric (1309-CBUS),3, #,#,#,#,#,#,#,#,#,#
ECON,655,,Simon Curtis J (1309-CBUS),8, #,#,#,#,#,#,#,#,#,#
ECON ,801,,Dougan William R (1309-CBUS),32, 15.63,34.38,31.25,0,9.38,9.38,0,0,0,0
ECON ,802,,Tsui Kevin Ka Kin (1309-CBUS),31, 0,9.68,0,0,0,6.45,0,83.87,0,0
ECON ,808,,Wilson Paul Wayne (1309-CBUS),23, 30.43,52.17,17.39,0,0,0,0,0,0,0
ECON ,816,,Mroz Thomas Alvin (1309-CBUS),16, 81.25,0,0,12.50,0,6.25,0,0,0,0
ECON,821,,Warren Patrick L (1309-CBUS),8, #,#,#,#,#,#,#,#,#,#
ECON,823,,Sauer Jr Raymond D (1309-CBUS),22, 45.45,54.55,0,0,0,0,0,0,0,0
ECON ,824,,Thomas Charles J (1309-CBUS),7, #,#,#,#,#,#,#,#,#,#
ECON,825,,Tollison Robert Dewi (1309-CBUS),17, 64.71,29.41,0,0,0,0,5.88,0,0,0
ECON,831,,Mityakov Sergey Vlad (1309-CBUS),11, 54.55,45.45,0,0,0,0,0,0,0,0
ECON ,841,,Jerzmanowski Michal (1309-CBUS),11, 81.82,0,0,0,0,18.18,0,0,0,0
ECON ,855,,Isengildina Olga Urj (1309-CBUS),12, 25.00,41.67,16.67,0,8.33,8.33,0,0,0,0
ECON ,888,,Sauer Jr Raymond D (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
ECON,891,,Baier Scott L. (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
ECON,891,,Bodenhorn Howard Nel (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
ECON,891,,Sauer Jr Raymond D (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
ECON,891,,Simon Curtis J (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
ECON,891,,Tsui Kevin Ka Kin (1309-CBUS),1, #,#,#,#,#,#,#,#,#,#
ECON,920,,Tsui Kevin Ka Kin (1309-CBUS),8, #,#,#,#,#,#,#,#,#,#
ECON ,950,,Gordon David B (1309-CBUS),4, #,#,#,#,#,#,#,#,#,#
ECON,981,,Mroz Thomas Alvin (1309-CBUS),22, 0,0,0,0,0,4.55,0,0,95.45,0
ECON,982,,Dougan William R (1309-CBUS),2, #,#,#,#,#,#,#,#,#,#
ECON,982,,Hanssen Frederick An (1309-CBUS),4, #,#,#,#,#,#,#,#,#,#
ECON,982,,Mroz Thomas Alvin (1309-CBUS),5, #,#,#,#,#,#,#,#,#,#
ECON,982,,Sauer Jr Raymond D (1309-CBUS),1, #,#,#,#,#,#,#,#,#,#
ECON,982,,Tamura Robert F (1309-CBUS),5, #,#,#,#,#,#,#,#,#,#
""
FIN  ,304,,McMillan Kerri D (1303-CBUS),68, 19.12,39.71,38.24,0,2.94,0,0,0,0,0
FIN,305,,Alexander Jr John C (1303-CBUS),40, 15.00,17.50,45.00,12.50,7.50,2.50,0,0,0,0
FIN,305,,McMillan Kerri D (1303-CBUS),74, 18.92,39.19,29.73,8.11,2.70,0,1.35,0,0,0
FIN,306,,Harris Jr John M (1303-CBUS),70, 17.14,18.57,35.71,12.86,8.57,7.14,0,0,0,0
FIN,306,,Johnson William Holl (1303-CBUS),155, 18.71,30.32,18.06,13.55,10.97,8.39,0,0,0,0
FIN,306,,Waller Neil G (1303-CBUS),153, 15.03,33.99,30.72,13.73,3.27,3.27,0,0,0,0
FIN,307,,Springer Thomas M (1303-CBUS),52, 23.08,26.92,32.69,11.54,3.85,1.92,0,0,0,0
FIN,308,,Spivey Michael F (1303-CBUS),114, 11.40,34.21,29.82,13.16,2.63,7.89,0.88,0,0,0
FIN,311,,Springer Thomas M (1303-CBUS),77, 20.78,24.68,33.77,9.09,6.49,2.60,2.60,0,0,0
FIN,311,,Wolf Jack G. (1303-CBUS),97, 6.19,24.74,29.90,15.46,16.49,7.22,0,0,0,0
FIN,311,H,Wolf Jack G. (1303-CBUS),6, #,#,#,#,#,#,#,#,#,#
FIN,312,,Harris Jr John M (1303-CBUS),119, 23.53,33.61,26.89,6.72,2.52,5.88,0.84,0,0,0
FIN,402,,Morgan Angela G. (1303-CBUS),69, 11.59,36.23,34.78,5.80,7.25,4.35,0,0,0,0
FIN,402,H,Morgan Angela G. (1303-CBUS),4, #,#,#,#,#,#,#,#,#,#
FIN,405,,Alexander Jr John C (1303-CBUS),37, 13.51,24.32,27.03,16.22,5.41,13.51,0,0,0,0
FIN,405,H,Alexander Jr John C (1303-CBUS),1, #,#,#,#,#,#,#,#,#,#
FIN,406,,Tang Tilan (1303-CBUS),33, 27.27,36.36,21.21,3.03,3.03,9.09,0,0,0,0
FIN,406,H,Tang Tilan (1303-CBUS),1, #,#,#,#,#,#,#,#,#,#
FIN,411,,Tang Tilan (1303-CBUS),42, 16.67,42.86,38.10,2.38,0,0,0,0,0,0
FIN,417,,Waller Neil G (1303-CBUS),25, 20.00,52.00,8.00,20.00,0,0,0,0,0,0
""
G C,101,,Carroll Millicent Ho (1353-CBUS),38, 76.32,18.42,2.63,0,2.63,0,0,0,0,0
G C,101,,Edlein Rebecca Suzan (1353-CBUS),41, 73.17,24.39,0,2.44,0,0,0,0,0,0
G C,102,,Leininger Nancy W (1353-CBUS),74, 51.35,32.43,9.46,0,2.70,4.05,0,0,0,0
G C,103,,Jacobs John J (1353-CBUS),18, 33.33,61.11,5.56,0,0,0,0,0,0,0
G C,104,,Jones Carol D (1353-CBUS),23, 60.87,39.13,0,0,0,0,0,0,0,0
G C,199,,Lay Janice Ann (2810-CCIT),9, #,#,#,#,#,#,#,#,#,#
G C,199,,Osborne Kristen K (1353-CBUS),1, #,#,#,#,#,#,#,#,#,#
G C,207,,Rose Patrick G (1353-CBUS),41, 60.98,31.71,7.32,0,0,0,0,0,0,0
G C,207,H,Rose Patrick G (1353-CBUS),2, #,#,#,#,#,#,#,#,#,#
G C,299,,Leininger John M (1353-CBUS),4, #,#,#,#,#,#,#,#,#,#
G C,340,,Carroll Millicent Ho (1353-CBUS),29, 72.41,17.24,6.90,0,0,3.45,0,0,0,0
G C,340,H,Carroll Millicent Ho (1353-CBUS),2, #,#,#,#,#,#,#,#,#,#
G C,350,,Leininger Nancy W (1353-CBUS),23, 95.65,0,0,0,0,0,4.35,0,0,0
G C,399,,Leininger John M (1353-CBUS),6, #,#,#,#,#,#,#,#,#,#
G C,399,,Osborne Kristen K (1353-CBUS),2, #,#,#,#,#,#,#,#,#,#
G C,406,,Woolbright Nona L (1353-CBUS),30, 93.33,3.33,3.33,0,0,0,0,0,0,0
G C,406,H,Woolbright Nona L (1353-CBUS),1, #,#,#,#,#,#,#,#,#,#
G C,407,,Woolbright Nona L (1353-CBUS),4, #,#,#,#,#,#,#,#,#,#
G C,440,,Weisenmiller Eric M. (1353-CBUS),33, 60.61,30.30,6.06,0,0,3.03,0,0,0,0
G C,440,H,Weisenmiller Eric M. (1353-CBUS),1, #,#,#,#,#,#,#,#,#,#
G C,444,,O'Hara Liam Henry (1353-CBUS),32, 40.63,37.50,15.63,0,3.13,3.13,0,0,0,0
G C,446,,O'Hara Liam Henry (1353-CBUS),34, 44.12,38.24,17.65,0,0,0,0,0,0,0
G C,448,,Leininger John M (1353-CBUS),34, 38.24,47.06,5.88,2.94,2.94,2.94,0,0,0,0
G C,450,,Leininger Nancy W (1353-CBUS),19, 94.74,0,0,0,0,5.26,0,0,0,0
G C,451,,Ingram Samuel T (1353-CBUS),15, 86.67,13.33,0,0,0,0,0,0,0,0
G C,451,,Jacobs John J (1353-CBUS),9, #,#,#,#,#,#,#,#,#,#
G C,451,,O'Hara Liam Henry (1353-CBUS),12, 83.33,0,8.33,0,0,8.33,0,0,0,0
G C,451,,Osborne Kristen K (1353-CBUS),16, 93.75,0,0,0,0,6.25,0,0,0,0
G C,480,,Woolbright Nona L (1353-CBUS),34, 97.06,0,0,2.94,0,0,0,0,0,0
G C,490,,Ingram Samuel T (1353-CBUS),1, #,#,#,#,#,#,#,#,#,#
G C,499,,Leininger John M (1353-CBUS),5, #,#,#,#,#,#,#,#,#,#
G C,499,,Osborne Kristen K (1353-CBUS),1, #,#,#,#,#,#,#,#,#,#
G C,606,,Woolbright Nona L (1353-CBUS),2, #,#,#,#,#,#,#,#,#,#
G C,607,,Woolbright Nona L (1353-CBUS),2, #,#,#,#,#,#,#,#,#,#
G C,640,,Weisenmiller Eric M. (1353-CBUS),1, #,#,#,#,#,#,#,#,#,#
G C,646,,O'Hara Liam Henry (1353-CBUS),1, #,#,#,#,#,#,#,#,#,#
G C,690,,Ingram Samuel T (1353-CBUS),8, #,#,#,#,#,#,#,#,#,#
G C,801,,Ingram Samuel T (1353-CBUS),5, #,#,#,#,#,#,#,#,#,#
G C,850,,Leininger Nancy W (1353-CBUS),1, #,#,#,#,#,#,#,#,#,#
G C,894,,Ingram Samuel T (1353-CBUS),5, #,#,#,#,#,#,#,#,#,#
G C,897,,Ingram Samuel T (1353-CBUS),3, #,#,#,#,#,#,#,#,#,#
""
E L E,301,,Hopkins III John Edw (1305-CBUS),94, 82.98,14.89,0,0,0,1.06,0,1.06,0,0
E L E,301,,Wyman David M (1357-CBUS),39, 38.46,58.97,0,0,0,2.56,0,0,0,0
E L E,401,,Wyman David M (1357-CBUS),31, 25.81,54.84,16.13,3.23,0,0,0,0,0,0
MGT,201,,Clark Katherine D (1305-CBUS),350, 22.86,47.71,20.00,4.29,1.71,3.43,0,0,0,0
MGT,201,,Robbins Tina L (1305-CBUS),331, 16.62,48.94,23.26,4.23,1.81,5.14,0,0,0,0
MGT,201,H,Robbins Tina L (1305-CBUS),7, #,#,#,#,#,#,#,#,#,#
MGT,218,,Klein Jr Richard E (1305-CBUS),276, 0,0,0,0,0,7.61,0,0,77.17,15.22
MGT,297,,Klein Jr Richard E (1305-CBUS),4, #,#,#,#,#,#,#,#,#,#
MGT,307,,Cole Michael A (1305-CBUS),75, 38.67,48.00,6.67,1.33,1.33,4.00,0,0,0,0
MGT,307,,Scott Kristin L Dama (1305-CBUS),34, 29.41,38.24,32.35,0,0,0,0,0,0,0
MGT,307,,Ward Marvin Monroe (1305-CBUS),84, 27.38,45.24,20.24,4.76,0,1.19,1.19,0,0,0
MGT,307,H,Scott Kristin L Dama (1305-CBUS),2, #,#,#,#,#,#,#,#,#,#
MGT,310,,Cantrell R Stephen (1305-CBUS),71, 30.99,42.25,21.13,4.23,0,1.41,0,0,0,0
MGT,310,,Chen Qiong (1305-CBUS),36, 44.44,36.11,8.33,2.78,2.78,5.56,0,0,0,0
MGT,310,,Raja Mohammed I (1305-CBUS),110, 18.18,20.00,28.18,10.00,11.82,11.82,0,0,0,0
MGT,310,,Venkataraman Sriram (1305-CBUS),44, 70.45,22.73,4.55,2.27,0,0,0,0,0,0
MGT,310,,Yoder Sara Elizabeth (1305-CBUS),110, 10.00,18.18,18.18,10.91,17.27,25.45,0,0,0,0
MGT,310,H,Cantrell R Stephen (1305-CBUS),10, 80.00,20.00,0,0,0,0,0,0,0,0
MGT,312,,McKnew Mark A (1305-CBUS),155, 21.94,27.74,27.74,7.10,7.10,8.39,0,0,0,0
MGT,312,H,McKnew Mark A (1305-CBUS),2, #,#,#,#,#,#,#,#,#,#
MGT  ,315,,Gianiodis Peter T (1305-CBUS),18, 33.33,55.56,11.11,0,0,0,0,0,0,0
MGT,317,,Wang Shouqiang (1305-CBUS),24, 20.83,29.17,20.83,8.33,4.17,16.67,0,0,0,0
MGT,318,,Bandodkar Nikhil Ram (1305-CBUS),46, 58.70,30.43,8.70,0,0,2.17,0,0,0,0
MGT,318,,Burleson James E (1305-CBUS),40, 32.50,50.00,15.00,2.50,0,0,0,0,0,0
MGT,318,,Raman Roopa (1305-CBUS),40, 57.50,30.00,10.00,2.50,0,0,0,0,0,0
MGT,318,,Stubblefield Adam Wh (1305-CBUS),46, 41.30,45.65,8.70,0,2.17,0,2.17,0,0,0
MGT,390,,Ferrand Yann (1305-CBUS),39, 20.51,28.21,23.08,15.38,7.69,2.56,2.56,0,0,0
MGT,390,,Ozkan Gulru Fatma (1305-CBUS),39, 43.59,23.08,23.08,2.56,7.69,0,0,0,0,0
MGT,390,,Raja Mohammed I (1305-CBUS),83, 31.33,22.89,22.89,6.02,12.05,3.61,1.20,0,0,0
MGT,390,,Riley Jason Matthew (1305-CBUS),40, 42.50,35.00,10.00,2.50,2.50,7.50,0,0,0,0
MGT,400,,Cole Michael A (1305-CBUS),44, 40.91,52.27,4.55,0,0,2.27,0,0,0,0
MGT,400,,Roth Philip L (1305-CBUS),35, 14.29,51.43,31.43,2.86,0,0,0,0,0,0
MGT,400,,Zagenczyk Jr Thomas (1305-CBUS),34, 20.59,61.76,14.71,2.94,0,0,0,0,0,0
MGT,403,,Roth Philip L (1305-CBUS),1, #,#,#,#,#,#,#,#,#,#
MGT,408,,Fredendall Lawrence (1305-CBUS),20, 10.00,75.00,15.00,0,0,0,0,0,0,0
MGT,411,,Craig Kevin A (1305-CBUS),32, 59.38,37.50,0,0,3.13,0,0,0,0,0
MGT,411,,Purvis Russell L. (1305-CBUS),30, 26.67,53.33,20.00,0,0,0,0,0,0,0
MGT,412,,Wang Shouqiang (1305-CBUS),25, 28.00,28.00,36.00,8.00,0,0,0,0,0,0
MGT,415,,Hopkins III John Edw (1305-CBUS),31, 77.42,22.58,0,0,0,0,0,0,0,0
MGT,415,,Ingram Amy Elizabeth (1305-CBUS),69, 55.07,40.58,1.45,0,0,2.90,0,0,0,0
MGT,415,,Ridge Jason Wayne (1305-CBUS),56, 57.14,32.14,10.71,0,0,0,0,0,0,0
MGT,415,,Stewart Jr Wayne H (1305-CBUS),54, 16.67,61.11,18.52,3.70,0,0,0,0,0,0
MGT,415,,Thatcher Jason B (1305-CBUS),39, 35.90,58.97,5.13,0,0,0,0,0,0,0
MGT,415,H,Hopkins III John Edw (1305-CBUS),5, #,#,#,#,#,#,#,#,#,#
MGT,416,,Scott Kristin L Dama (1305-CBUS),24, 29.17,50.00,20.83,0,0,0,0,0,0,0
MGT,416,,Ward Marvin Monroe (1305-CBUS),14, 14.29,50.00,35.71,0,0,0,0,0,0,0
MGT,423,,Miller Janis L (1305-CBUS),58, 10.34,53.45,24.14,3.45,6.90,1.72,0,0,0,0
MGT,423,,Sridharan V (1305-CBUS),37, 29.73,21.62,43.24,2.70,2.70,0,0,0,0,0
MGT,424,,Ferrand Yann (1305-CBUS),39, 33.33,46.15,7.69,5.13,5.13,2.56,0,0,0,0
MGT,427,,Fredendall Lawrence (1305-CBUS),31, 25.81,38.71,25.81,9.68,0,0,0,0,0,0
MGT,431,,Spooner Leonard Jose (1305-CBUS),31, 45.16,35.48,16.13,3.23,0,0,0,0,0,0
MGT,435,,Roth Philip L (1305-CBUS),23, 13.04,60.87,26.09,0,0,0,0,0,0,0
MGT,452,,Klein Jr Richard E (1305-CBUS),32, 15.63,34.38,37.50,12.50,0,0,0,0,0,0
MGT,454,,Raman Roopa (1305-CBUS),12, 8.33,50.00,33.33,0,8.33,0,0,0,0,0
MGT,455,,Thatcher Jason B (1305-CBUS),34, 58.82,35.29,2.94,0,2.94,0,0,0,0,0
MGT,456,,Klein Jr Richard E (1305-CBUS),37, 18.92,40.54,29.73,10.81,0,0,0,0,0,0
MGT,497,,Carter Michelle (1305-CBUS),9, #,#,#,#,#,#,#,#,#,#
MGT,497,,Craig Kevin A (1305-CBUS),7, #,#,#,#,#,#,#,#,#,#
MGT,497,,Klein Jr Richard E (1305-CBUS),3, #,#,#,#,#,#,#,#,#,#
MGT,497,,Purvis Russell L. (1305-CBUS),4, #,#,#,#,#,#,#,#,#,#
MGT,497,,Stubblefield Adam Wh (1305-CBUS),5, #,#,#,#,#,#,#,#,#,#
MGT,497,,Thatcher Jason B (1305-CBUS),13, 100.00,0,0,0,0,0,0,0,0,0
MGT,803,,Ozkan Gulru Fatma (1305-CBUS),5, #,#,#,#,#,#,#,#,#,#
MGT,804,,Gianiodis Peter T (1305-CBUS),5, #,#,#,#,#,#,#,#,#,#
MGT,856,,Fredendall Lawrence (1305-CBUS),23, 86.96,8.70,0,0,4.35,0,0,0,0,0
MGT,869,,Purvis Russell L. (1305-CBUS),36, 66.67,27.78,0,0,0,2.78,2.78,0,0,0
MGT,905,,Grover Varun (1305-CBUS),4, #,#,#,#,#,#,#,#,#,#
MGT,991,,Fredendall Lawrence (1305-CBUS),1, #,#,#,#,#,#,#,#,#,#
MGT,991,,Grover Varun (1305-CBUS),3, #,#,#,#,#,#,#,#,#,#
MGT,991,,Purvis Russell L. (1305-CBUS),2, #,#,#,#,#,#,#,#,#,#
MGT,991,,Roth Aleda Marie (1305-CBUS),4, #,#,#,#,#,#,#,#,#,#
MGT,991,,Sridharan V (1305-CBUS),1, #,#,#,#,#,#,#,#,#,#
MGT,991,,Thatcher Jason B (1305-CBUS),1, #,#,#,#,#,#,#,#,#,#
""
MKT,301,,Fine Amanda Cooper (1325-CBUS),278, 29.50,42.81,18.71,6.12,1.44,1.44,0,0,0,0
MKT,301,,McElveen Carter Will (1325-CBUS),362, 39.23,41.99,14.09,3.04,1.38,0.28,0,0,0,0
MKT,302,,Gaubert James G (1325-CBUS),91, 62.64,25.27,8.79,2.20,0,0,1.10,0,0,0
MKT,302,,Siemens Jennifer Dia (1325-CBUS),97, 50.52,34.02,10.31,3.09,1.03,1.03,0,0,0,0
MKT,321,,Baker Thomas L (1325-CBUS),47, 31.91,59.57,4.26,0,0,4.26,0,0,0,0
MKT,321,,Fine Amanda Cooper (1325-CBUS),50, 46.00,46.00,8.00,0,0,0,0,0,0,0
MKT,398,,Gaubert James G (1325-CBUS),28, 96.43,0,0,0,0,3.57,0,0,0,0
MKT,420,,Gaubert James G (1325-CBUS),58, 98.28,1.72,0,0,0,0,0,0,0,0
MKT,420,,McElveen Carter Will (1325-CBUS),25, 84.00,16.00,0,0,0,0,0,0,0,0
MKT,423,,Knowles Patricia A (1325-CBUS),41, 36.59,51.22,9.76,2.44,0,0,0,0,0,0
MKT,427,,Gomes Roger (1325-CBUS),117, 35.90,47.01,12.82,2.56,0.85,0.85,0,0,0,0
MKT,428,,Grove Stephen J (1325-CBUS),38, 42.11,44.74,13.16,0,0,0,0,0,0,0
MKT,429,,Knowles Patricia A (1325-CBUS),37, 62.16,21.62,8.11,5.41,0,2.70,0,0,0,0
MKT,430,,Duke Charles R (1325-CBUS),71, 25.35,42.25,22.54,8.45,0,1.41,0,0,0,0
MKT,431,,Hopkins Christopher (1325-CBUS),33, 39.39,48.48,9.09,0,0,0,3.03,0,0,0
MKT,431,,Weathers III Peter D (1325-CBUS),49, 38.78,53.06,6.12,2.04,0,0,0,0,0,0
MKT,443,,Cameron Jr Albert Ne (1325-CBUS),46, 93.48,6.52,0,0,0,0,0,0,0,0
MKT,445,,Kilbourne William Ed (1325-CBUS),43, 62.79,34.88,0,0,0,2.33,0,0,0,0
MKT,450,,Dorsch Michael J (1325-CBUS),16, 31.25,43.75,25.00,0,0,0,0,0,0,0
MKT,450,,Hopkins Christopher (1325-CBUS),44, 70.45,29.55,0,0,0,0,0,0,0,0
MKT,491,H,Knowles Patricia A (1325-CBUS),1, #,#,#,#,#,#,#,#,#,#
MKT,499,,Fine Amanda Cooper (1325-CBUS),35, 97.14,0,0,0,0,2.86,0,0,0,0
MKT,861,,Baker Thomas L (1325-CBUS),26, 57.69,34.62,0,0,0,0,7.69,0,0,0
MKT,863,,Siemens Jennifer Dia (1325-CBUS),23, 91.30,4.35,4.35,0,0,0,0,0,0,0
MKT,870,,Baker Thomas L (1325-CBUS),2, #,#,#,#,#,#,#,#,#,#
""
M B A,803,,Cantrell R Stephen (1305-CBUS),40, 57.50,30.00,10.00,0,0,2.50,0,0,0,0
M B A,806,,Ozkan Gulru Fatma (1305-CBUS),50, 72.00,26.00,0,0,2.00,0,0,0,0,0
M B A,809,,Zagenczyk Jr Thomas (1305-CBUS),44, 59.09,40.91,0,0,0,0,0,0,0,0
M B A,819,,McMillan Jeffrey J (1303-CBUS),26, 46.15,26.92,11.54,3.85,0,7.69,3.85,0,0,0
M B A,829,,Dorsch Michael J (1325-CBUS),22, 59.09,40.91,0,0,0,0,0,0,0,0
M B A,833,,Springer Thomas M (1303-CBUS),23, 52.17,43.48,4.35,0,0,0,0,0,0,0
M B A,836,,Stipes Craig A (0511-CAAH),17, 47.06,52.94,0,0,0,0,0,0,0,0
M B A,837,,Jahn Judson R (1303-CBUS),42, 71.43,28.57,0,0,0,0,0,0,0,0
M B A,842,,Worzala Elaine M (0511-CAAH),20, 55.00,40.00,5.00,0,0,0,0,0,0,0
M B A,845,,Mino Michael George (1315-CBUS),41, 73.17,19.51,4.88,0,0,0,2.44,0,0,0
M B A,850,,Williams Sean D. (0523-CAAH),106, 0,0,0,0,0,0.94,0,0,99.06,0
M B A,854,,Kennedy Frances A (1303-CBUS),45, 55.56,33.33,2.22,2.22,2.22,2.22,2.22,0,0,0
