Course,Number,Prefix,Prof_Name (Assigned Dept-College),Enrolled ,A,B,C,D,F,W,I ,*,P,F
ECON,4570,,"Templeton, Scott R. (1309-CBUS)",16, 37.50,25.00,12.50,18.75,0,6.25,0,0,0,0
ECON,4910,H,"Fleck, Robert Kenneth (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,4920,H,"Fleck, Robert Kenneth (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,4960,,"Baier, Scott L. (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,4960,,"Fleck, Robert Kenneth (1309-CBUS)",3, #,#,#,#,#,#,#,#,#,#
ECON,4960,,"Sauer, Raymond D (1309-CBUS)",2, #,#,#,#,#,#,#,#,#,#
ECON,4970,,"Fleck, Robert Kenneth (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,4970,,"Sauer, Raymond D (1309-CBUS)",4, #,#,#,#,#,#,#,#,#,#
ECON,4980,,"Sauer, Raymond D (1309-CBUS)",5, #,#,#,#,#,#,#,#,#,#
ECON,4990,,"Sauer, Raymond D (1309-CBUS)",8, #,#,#,#,#,#,#,#,#,#
ECON,6050,,"Oliveira, JAQUELINE (1309-CBUS)",11, 90.91,9.09,0,0,0,0,0,0,0,0
ECON,6100,,"Tamura, Robert F (1309-CBUS)",2, #,#,#,#,#,#,#,#,#,#
ECON,6240,,"Lewis, Matthew S (1309-CBUS)",9, #,#,#,#,#,#,#,#,#,#
ECON,6260,,"Sauer, Raymond D (1309-CBUS)",4, #,#,#,#,#,#,#,#,#,#
ECON,6270,,"Bodenhorn, Howard Nelson (1309-CBUS)",4, #,#,#,#,#,#,#,#,#,#
ECON,6290,,"Lewis, Matthew S (1309-CBUS)",4, #,#,#,#,#,#,#,#,#,#
ECON,6400,,"Wood, Daniel H (1309-CBUS)",3, #,#,#,#,#,#,#,#,#,#
ECON,6550,,"Lam, Chungsang (1309-CBUS)",4, #,#,#,#,#,#,#,#,#,#
ECON,6570,,"Templeton, Scott R. (1309-CBUS)",2, #,#,#,#,#,#,#,#,#,#
ECON,8020,,"Tsui, Kevin Ka Kin (1309-CBUS)",19, 26.32,52.63,21.05,0,0,0,0,0,0,0
ECON,8050,,"Baier, Scott L. (1309-CBUS)",31, 54.84,41.94,3.23,0,0,0,0,0,0,0
ECON,8070,,"Wilson, Paul Wayne (1309-CBUS)",20, 10.00,65.00,25.00,0,0,0,0,0,0,0
ECON,8110,,"Templeton, Scott R. (1309-CBUS)",3, #,#,#,#,#,#,#,#,#,#
ECON,8200,,"Dougan, William R (1309-CBUS)",9, #,#,#,#,#,#,#,#,#,#
ECON,8270,,"Hanssen, Frederick Andrew (1309-CBUS)",4, #,#,#,#,#,#,#,#,#,#
ECON,8880,,"Sauer, Raymond D (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,8910,,"Hanssen, Frederick Andrew (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,8910,,"Templeton, Scott R. (1309-CBUS)",2, #,#,#,#,#,#,#,#,#,#
ECON,8980,,"Baier, Scott L. (1309-CBUS)",24, 0,0,0,0,0,0,0,0,100.00,0
ECON,8990,,"Harberger, Arnold C (1309-CBUS)",19, 73.68,26.32,0,0,0,0,0,0,0,0
ECON,8990,,"Templeton, Scott R. (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,9010,,"Wood, Daniel H (1309-CBUS)",19, 42.11,57.89,0,0,0,0,0,0,0,0
ECON,9090,,"Dwyer, Gerald P (1309-CBUS)",11, 63.64,36.36,0,0,0,0,0,0,0,0
ECON,9150,,"Tamura, Robert F (1309-CBUS)",7, #,#,#,#,#,#,#,#,#,#
ECON,9170,,"Lam, Chungsang (1309-CBUS)",6, #,#,#,#,#,#,#,#,#,#
ECON,9240,,"Miller, Daniel Patrick (1309-CBUS)",7, #,#,#,#,#,#,#,#,#,#
ECON,9810,,"Bodenhorn, Howard Nelson (1309-CBUS)",19, 0,0,0,0,0,0,0,0,100.00,0
ECON,9820,,"Baier, Scott L. (1309-CBUS)",8, #,#,#,#,#,#,#,#,#,#
ECON,9820,,"Dougan, William R (1309-CBUS)",8, #,#,#,#,#,#,#,#,#,#
ECON,9820,,"Hanssen, Frederick Andrew (1309-CBUS)",8, #,#,#,#,#,#,#,#,#,#
ECON,9820,,"Simon, Curtis J (1309-CBUS)",11, 0,0,0,0,0,0,0,0,100.00,0
ECON,9820,,"Templeton, Scott R. (1309-CBUS)",3, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Baier, Scott L. (1309-CBUS)",4, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Dougan, William R (1309-CBUS)",3, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Dwyer, Gerald P (1309-CBUS)",3, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Hanssen, Frederick Andrew (1309-CBUS)",5, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Jerzmanowski, Michal Maria (1309-CBUS)",2, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Sauer, Raymond D (1309-CBUS)",3, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Simon, Curtis J (1309-CBUS)",9, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Tamura, Robert F (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Templeton, Scott R. (1309-CBUS)",1, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Tollison, Robert Dewitt (1309-CBUS)",2, #,#,#,#,#,#,#,#,#,#
ECON,9910,,"Wilson, Paul Wayne (1309-CBUS)",5, #,#,#,#,#,#,#,#,#,#
""
FIN,3040,,"McMillan, Kerri D (1323-CBUS)",38, 13.16,44.74,36.84,5.26,0,0,0,0,0,0
FIN,3050,,"McMillan, Kerri D (1323-CBUS)",136, 19.12,39.71,31.62,3.68,4.41,1.47,0,0,0,0
FIN,3060,,"Johnson, William Holland (1303-CBUS)",165, 7.88,16.36,24.24,16.97,15.76,18.79,0,0,0,0
FIN,3060,,"Waller, Neil G (1323-CBUS)",244, 25.41,33.20,28.69,7.79,2.46,2.46,0,0,0,0
FIN,3060,,"Wolf, Jack G. (1323-CBUS)",2, #,#,#,#,#,#,#,#,#,#
FIN,3070,,"Franklin, Ramon Tolbert (1323-CBUS)",46, 23.91,21.74,34.78,13.04,6.52,0,0,0,0,0
FIN,3070,,"Springer, Thomas M (1323-CBUS)",62, 20.97,25.81,38.71,11.29,0,1.61,0,0,1.61,0
FIN,3080,,"Greene, Daniel Thomas (1323-CBUS)",122, 36.07,39.34,20.49,1.64,0,2.46,0,0,0,0
FIN,3110,,"Lockhart, George Brandon (1323-CBUS)",135, 25.19,34.81,28.89,2.22,0.74,8.15,0,0,0,0
FIN,3110,,"Wolf, Jack G. (1323-CBUS)",51, 11.76,23.53,33.33,11.76,5.88,13.73,0,0,0,0
FIN,3110,H,"Lockhart, George Brandon (1323-CBUS)",3, #,#,#,#,#,#,#,#,#,#
FIN,3110,H,"Wolf, Jack G. (1323-CBUS)",2, #,#,#,#,#,#,#,#,#,#
FIN,3120,,"Intintoli, Vincent James (1323-CBUS)",84, 19.05,47.62,23.81,3.57,4.76,1.19,0,0,0,0
FIN,3120,,"Morgan, Angela G. (1323-CBUS)",73, 15.07,31.51,28.77,10.96,6.85,6.85,0,0,0,0
FIN,3120,H,"Morgan, Angela G. (1323-CBUS)",8, #,#,#,#,#,#,#,#,#,#
FIN,4040,,"Smith, Jared Daniel (1323-CBUS)",75, 21.33,57.33,20.00,1.33,0,0,0,0,0,0
FIN,4040,,"Wolf, Jack G. (1323-CBUS)",26, 11.54,38.46,34.62,15.38,0,0,0,0,0,0
FIN,4040,H,"Wolf, Jack G. (1323-CBUS)",4, #,#,#,#,#,#,#,#,#,#
FIN,4050,,"Alexander, John C (1323-CBUS)",34, 11.76,41.18,14.71,20.59,2.94,8.82,0,0,0,0
FIN,4050,H,"Alexander, John C (1323-CBUS)",1, #,#,#,#,#,#,#,#,#,#
FIN,4080,,"Chernykh, Lyudmila A (1323-CBUS)",28, 42.86,32.14,25.00,0,0,0,0,0,0,0
FIN,4090,,"Johnson, William Holland (1303-CBUS)",8, #,#,#,#,#,#,#,#,#,#
FIN,4110,,"Tang, Tilan (1323-CBUS)",74, 10.81,39.19,32.43,9.46,2.70,5.41,0,0,0,0
FIN,4150,,"Springer, Thomas M (1323-CBUS)",14, 28.57,50.00,14.29,0,7.14,0,0,0,0,0
FIN,4160,,"Franklin, Ramon Tolbert (1323-CBUS)",12, 58.33,8.33,33.33,0,0,0,0,0,0,0
FIN,4980,,"Alexander, John C (1323-CBUS)",6, #,#,#,#,#,#,#,#,#,#
FIN,4980,,"Wolf, Jack G. (1323-CBUS)",7, #,#,#,#,#,#,#,#,#,#
""
GC,1010,,"Cox, Kern T (1353-CBUS)",38, 76.32,13.16,2.63,0,2.63,5.26,0,0,0,0
GC,1020,,"Jones, Carol D (1353-CBUS)",22, 63.64,18.18,9.09,4.55,0,4.55,0,0,0,0
GC,1020,,"Weiss, Charles Tabor (1353-CBUS)",21, 38.10,28.57,4.76,9.52,14.29,4.76,0,0,0,0
GC,1030,,"Jacobs, John J (1353-CBUS)",31, 32.26,38.71,22.58,3.23,3.23,0,0,0,0,0
GC,1040,,"Edlein, Rebecca Suzanne (1353-CBUS)",89, 52.81,31.46,8.99,3.37,2.25,1.12,0,0,0,0
GC,1040,H,"Edlein, Rebecca Suzanne (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,1990,,"Lay, Janice Ann (2804-CCIT)",24, 83.33,16.67,0,0,0,0,0,0,0,0
GC,1990,,"O'Hara, Liam Henry (1353-CBUS)",2, #,#,#,#,#,#,#,#,#,#
GC,2070,,"Rose, Patrick Gee (1353-CBUS)",35, 60.00,31.43,5.71,0,2.86,0,0,0,0,0
GC,2990,,"Leininger, John M (1353-CBUS)",2, #,#,#,#,#,#,#,#,#,#
GC,2990,,"O'Hara, Liam Henry (1353-CBUS)",5, #,#,#,#,#,#,#,#,#,#
GC,3400,,"Walker, Erica Black (1353-CBUS)",48, 43.75,39.58,12.50,0,2.08,2.08,0,0,0,0
GC,3400,H,"Walker, Erica Black (1353-CBUS)",2, #,#,#,#,#,#,#,#,#,#
GC,3500,,"Jones, Carol D (1353-CBUS)",32, 100.00,0,0,0,0,0,0,0,0,0
GC,3990,,"Leininger, John M (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,3990,,"O'Hara, Liam Henry (1353-CBUS)",6, #,#,#,#,#,#,#,#,#,#
GC,4060,,"Cox, Kern T (1353-CBUS)",40, 25.00,60.00,10.00,0,2.50,2.50,0,0,0,0
GC,4060,H,"Cox, Kern T (1353-CBUS)",2, #,#,#,#,#,#,#,#,#,#
GC,4070,,"Woolbright, Nona L (1353-CBUS)",13, 92.31,0,7.69,0,0,0,0,0,0,0
GC,4400,,"Weisenmiller, Eric M. (1353-CBUS)",34, 61.76,35.29,0,0,0,2.94,0,0,0,0
GC,4440,,"O'Hara, Liam Henry (1353-CBUS)",29, 24.14,41.38,27.59,6.90,0,0,0,0,0,0
GC,4460,,"O'Hara, Liam Henry (1353-CBUS)",45, 13.33,71.11,8.89,4.44,0,2.22,0,0,0,0
GC,4480,,"Leininger, John M (1353-CBUS)",41, 80.49,9.76,4.88,4.88,0,0,0,0,0,0
GC,4500,,"Jones, Carol D (1353-CBUS)",28, 96.43,0,0,0,3.57,0,0,0,0,0
GC,4510,,"Ingram, Samuel T (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,4510,,"Jacobs, John J (1353-CBUS)",5, #,#,#,#,#,#,#,#,#,#
GC,4510,,"Walker, Erica Black (1353-CBUS)",7, #,#,#,#,#,#,#,#,#,#
GC,4510,,"Woolbright, Nona L (1353-CBUS)",22, 100.00,0,0,0,0,0,0,0,0,0
GC,4550,,"Jones, Carol D (1353-CBUS)",6, #,#,#,#,#,#,#,#,#,#
GC,4800,,"Woolbright, Nona L (1353-CBUS)",41, 100.00,0,0,0,0,0,0,0,0,0
GC,4900,,"Ingram, Samuel T (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,4900,,"Leininger, John M (1353-CBUS)",17, 70.59,23.53,0,0,5.88,0,0,0,0,0
GC,4990,,"Leininger, John M (1353-CBUS)",2, #,#,#,#,#,#,#,#,#,#
GC,4990,,"O'Hara, Liam Henry (1353-CBUS)",5, #,#,#,#,#,#,#,#,#,#
GC,6060,,"Cox, Kern T (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,6070,,"Woolbright, Nona L (1353-CBUS)",2, #,#,#,#,#,#,#,#,#,#
GC,6460,,"O'Hara, Liam Henry (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,6900,,"Ingram, Samuel T (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,8110,,"Ingram, Samuel T (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,8910,,"Ingram, Samuel T (1353-CBUS)",3, #,#,#,#,#,#,#,#,#,#
GC,8970,,"Ingram, Samuel T (1353-CBUS)",1, #,#,#,#,#,#,#,#,#,#
GC,8980,,"Ingram, Samuel T (1353-CBUS)",2, #,#,#,#,#,#,#,#,#,#
""
ELE,3010,,"Hopkins, John Edward (1305-CBUS)",71, 76.06,22.54,1.41,0,0,0,0,0,0,0
ELE,3010,,"Parnell, Ashley Williams (1305-CBUS)",35, 85.71,11.43,0,0,0,2.86,0,0,0,0
ELE,4010,,"Parnell, Ashley Williams (1305-CBUS)",40, 77.50,22.50,0,0,0,0,0,0,0,0
MGT,2010,,"Clark, Katherine D (1305-CBUS)",341, 25.51,37.54,21.99,5.87,4.11,4.99,0,0,0,0
MGT,2010,,"Robbins, Tina L (1305-CBUS)",327, 27.22,42.20,19.27,5.20,1.53,4.59,0,0,0,0
MGT,2010,,"Sridharan, V (1305-CBUS)",6, #,#,#,#,#,#,#,#,#,#
MGT,2010,H,"Robbins, Tina L (1305-CBUS)",9, #,#,#,#,#,#,#,#,#,#
MGT,2180,,"Toole, Ryan A (1305-CBUS)",477, 55.56,28.72,7.97,2.31,2.52,2.94,0,0,0,0
MGT,2970,,"Klein, Matthew Charles (1315-CBUS)",13, 100.00,0,0,0,0,0,0,0,0,0
MGT,3070,,"Cole, Michael A (1305-CBUS)",119, 35.29,53.78,8.40,0,0.84,1.68,0,0,0,0
MGT,3070,,"Harrison, Priscilla R (5404-PRES)",22, 63.64,27.27,4.55,0,0,4.55,0,0,0,0
MGT,3070,,"Scott, Kristin L Damato (1305-CBUS)",36, 16.67,77.78,2.78,0,2.78,0,0,0,0,0
MGT,3070,,"Spooner, Leonard Joseph (1305-CBUS)",39, 7.69,56.41,30.77,5.13,0,0,0,0,0,0
MGT,3070,H,"Scott, Kristin L Damato (1305-CBUS)",2, #,#,#,#,#,#,#,#,#,#
MGT,3100,,"Bilbrey, Jerry Kermit (1305-CBUS)",150, 53.33,25.33,12.67,2.67,3.33,2.67,0,0,0,0
MGT,3100,,"He, Yuhong (1305-CBUS)",42, 23.81,45.24,23.81,4.76,0,2.38,0,0,0,0
MGT,3100,,"Walsh, James T (1305-CBUS)",44, 31.82,38.64,15.91,0,2.27,11.36,0,0,0,0
MGT,3100,,"Yoder, Sara Elizabeth (1305-CBUS)",148, 14.19,22.97,21.62,18.92,8.78,13.51,0,0,0,0
MGT,3120,,"McKnew, Mark A (1305-CBUS)",135, 18.52,43.70,27.41,2.22,5.19,2.96,0,0,0,0
MGT,3120,H,"McKnew, Mark A (1305-CBUS)",3, #,#,#,#,#,#,#,#,#,#
MGT,3150,,"Powell, Elizabeth Erin (1305-CBUS)",34, 26.47,47.06,26.47,0,0,0,0,0,0,0
MGT,3180,,"Esposito, Tina Marie (1305-CBUS)",40, 32.50,37.50,30.00,0,0,0,0,0,0,0
MGT,3180,,"Jiang, Dan (1305-CBUS)",39, 51.28,35.90,5.13,5.13,2.56,0,0,0,0,0
MGT,3180,,"Raman, Roopa (1305-CBUS)",77, 16.88,40.26,40.26,0,1.30,1.30,0,0,0,0
MGT,3900,,"He, Yuhong (1305-CBUS)",37, 24.32,43.24,24.32,5.41,2.70,0,0,0,0,0
MGT,3900,,"Lee, Min Kyung (1305-CBUS)",25, 36.00,20.00,32.00,8.00,0,4.00,0,0,0,0
MGT,3900,,"Leffakis, Zachary Moran (1305-CBUS)",80, 26.25,35.00,26.25,1.25,3.75,7.50,0,0,0,0
MGT,3900,,"Sridharan, V (1305-CBUS)",7, #,#,#,#,#,#,#,#,#,#
MGT,3900,,"Wang, Shouqiang (1305-CBUS)",34, 23.53,50.00,14.71,5.88,2.94,2.94,0,0,0,0
MGT,3980,,"Sridharan, V (1305-CBUS)",5, #,#,#,#,#,#,#,#,#,#
MGT,4000,,"Cole, Michael A (1305-CBUS)",35, 51.43,31.43,11.43,2.86,0,2.86,0,0,0,0
MGT,4000,,"Roth, Philip L (1305-CBUS)",40, 25.00,45.00,25.00,0,2.50,2.50,0,0,0,0
MGT,4000,,"Zagenczyk, Thomas Joseph (1305-CBUS)",39, 25.64,51.28,23.08,0,0,0,0,0,0,0
MGT,4020,,"Leffakis, Zachary Moran (1305-CBUS)",19, 31.58,47.37,21.05,0,0,0,0,0,0,0
MGT,4030,,"Clark, Katherine D (1305-CBUS)",2, #,#,#,#,#,#,#,#,#,#
MGT,4030,,"Li, Siyuan (1305-CBUS)",24, 33.33,45.83,12.50,4.17,0,4.17,0,0,0,0
MGT,4030,,"Sun, Heshan (1305-CBUS)",15, 13.33,53.33,33.33,0,0,0,0,0,0,0
MGT,4080,,"Leffakis, Zachary Moran (1305-CBUS)",24, 20.83,29.17,45.83,0,4.17,0,0,0,0,0
MGT,4110,,"Purvis, Russell L. (1305-CBUS)",58, 20.69,58.62,18.97,0,0,1.72,0,0,0,0
MGT,4120,,"Wang, Shouqiang (1305-CBUS)",30, 10.00,40.00,46.67,0,0,3.33,0,0,0,0
MGT,4150,,"Gianiodis, Peter T (1305-CBUS)",72, 15.28,65.28,18.06,0,1.39,0,0,0,0,0
MGT,4150,,"Hopkins, John Edward (1305-CBUS)",81, 72.84,24.69,0,1.23,0,1.23,0,0,0,0
MGT,4150,,"Ingram, Amy Elizabeth (1305-CBUS)",90, 21.11,62.22,13.33,1.11,2.22,0,0,0,0,0
MGT,4150,,"Ridge, Jason Wayne (1305-CBUS)",92, 18.48,64.13,17.39,0,0,0,0,0,0,0
MGT,4150,H,"Hopkins, John Edward (1305-CBUS)",5, #,#,#,#,#,#,#,#,#,#
MGT,4160,,"Scott, Kristin L Damato (1305-CBUS)",36, 30.56,63.89,5.56,0,0,0,0,0,0,0
MGT,4230,,"Liddle, James W (1315-CBUS)",42, 35.71,47.62,16.67,0,0,0,0,0,0,0
MGT,4230,,"Miller, Janis L (1305-CBUS)",36, 2.78,77.78,13.89,0,2.78,2.78,0,0,0,0
MGT,4230,,"Stewart, Wayne H (1305-CBUS)",92, 11.96,25.00,46.74,5.43,6.52,4.35,0,0,0,0
MGT,4240,,"Ferrand, Yann (1305-CBUS)",22, 13.64,40.91,36.36,4.55,4.55,0,0,0,0,0
MGT,4270,,"Liddle, James W (1315-CBUS)",30, 40.00,43.33,13.33,0,0,3.33,0,0,0,0
MGT,4300,,"Bilbrey, Jerry Kermit (1305-CBUS)",16, 56.25,12.50,18.75,0,0,12.50,0,0,0,0
MGT,4310,,"Spooner, Leonard Joseph (1305-CBUS)",40, 37.50,47.50,12.50,0,0,2.50,0,0,0,0
MGT,4350,,"Roth, Philip L (1305-CBUS)",40, 32.50,40.00,17.50,7.50,2.50,0,0,0,0,0
MGT,4520,,"Raman, Roopa (1305-CBUS)",33, 18.18,54.55,18.18,6.06,3.03,0,0,0,0,0
MGT,4550,,"Thatcher, Jason B (1305-CBUS)",31, 38.71,51.61,9.68,0,0,0,0,0,0,0
MGT,4560,,"Li, Siyuan (1305-CBUS)",15, 26.67,53.33,6.67,0,0,13.33,0,0,0,0
MGT,4970,,"Klein, Matthew Charles (1315-CBUS)",1, #,#,#,#,#,#,#,#,#,#
MGT,4970,,"Thatcher, Jason B (1305-CBUS)",8, #,#,#,#,#,#,#,#,#,#
MGT,8120,,"Ferrand, Yann (1305-CBUS)",38, 28.95,55.26,15.79,0,0,0,0,0,0,0
MGT,8200,,"Miller, Janis L (1305-CBUS)",9, #,#,#,#,#,#,#,#,#,#
MGT,8610,,"Grover, Varun (1305-CBUS)",2, #,#,#,#,#,#,#,#,#,#
MGT,8740,,"Fredendall, Lawrence D (1305-CBUS)",9, #,#,#,#,#,#,#,#,#,#
MGT,9040,,"Roth, Aleda Marie (1305-CBUS)",6, #,#,#,#,#,#,#,#,#,#
MGT,9910,,"Fredendall, Lawrence D (1305-CBUS)",1, #,#,#,#,#,#,#,#,#,#
MGT,9910,,"Grover, Varun (1305-CBUS)",7, #,#,#,#,#,#,#,#,#,#
MGT,9910,,"Roth, Aleda Marie (1305-CBUS)",4, #,#,#,#,#,#,#,#,#,#
MGT,9910,,"Thatcher, Jason B (1305-CBUS)",2, #,#,#,#,#,#,#,#,#,#
""
MKT,3010,,"Fine, Amanda Cooper (1325-CBUS)",254, 24.41,39.76,22.44,9.06,2.76,1.57,0,0,0,0
MKT,3010,,"Gaubert, James G (1325-CBUS)",118, 35.59,39.83,19.49,2.54,0.85,1.69,0,0,0,0
MKT,3010,,"Knowles, Patricia A (1325-CBUS)",64, 42.19,37.50,17.19,3.13,0,0,0,0,0,0
MKT,3010,,"McElveen, Carter Willis (1325-CBUS)",260, 18.08,48.08,25.00,6.15,0.77,1.92,0,0,0,0
MKT,3010,,"Raymond, Mary Anne (1325-CBUS)",7, #,#,#,#,#,#,#,#,#,#
MKT,3020,,"Siemens, Jennifer Dianne (1325-CBUS)",112, 45.54,39.29,9.82,3.57,0.89,0.89,0,0,0,0
MKT,3020,,"Thyroff Fitzwater, Anastasia Elizabeth (1325-CBUS)",114, 34.21,43.86,14.04,6.14,1.75,0,0,0,0,0
MKT,3210,,"Bennett, Delancy H S (1325-CBUS)",49, 71.43,26.53,2.04,0,0,0,0,0,0,0
MKT,3900,H,"Knowles, Patricia A (1325-CBUS)",2, #,#,#,#,#,#,#,#,#,#
MKT,3980,,"Gaubert, James G (1325-CBUS)",27, 96.30,3.70,0,0,0,0,0,0,0,0
MKT,3980,,"Martin, Jeffery S (5673-A+A)",4, #,#,#,#,#,#,#,#,#,#
MKT,3980,,"McCormick, Robert E (1301-CBUS)",14, 100.00,0,0,0,0,0,0,0,0,0
MKT,3980,,"McElveen, Carter Willis (1325-CBUS)",62, 82.26,11.29,4.84,0,1.61,0,0,0,0,0
MKT,3980,,"Thyroff Fitzwater, Anastasia Elizabeth (1325-CBUS)",7, #,#,#,#,#,#,#,#,#,#
MKT,4200,,"Hunter, Gary K (1325-CBUS)",26, 57.69,38.46,0,0,0,3.85,0,0,0,0
MKT,4200,,"McElveen, Carter Willis (1325-CBUS)",27, 81.48,18.52,0,0,0,0,0,0,0,0
MKT,4200,,"Moore, Jesse N (1325-CBUS)",44, 56.82,38.64,4.55,0,0,0,0,0,0,0
MKT,4230,,"Knowles, Patricia A (1325-CBUS)",42, 21.43,52.38,16.67,4.76,2.38,2.38,0,0,0,0
MKT,4240,,"Mullins, Ryan R (1325-CBUS)",37, 37.84,59.46,2.70,0,0,0,0,0,0,0
MKT,4260,,"Gaubert, James G (1325-CBUS)",48, 37.50,58.33,2.08,0,2.08,0,0,0,0,0
MKT,4270,,"Gomes, Roger (1325-CBUS)",122, 25.41,53.28,18.85,1.64,0,0.82,0,0,0,0
MKT,4270,,"Poehlman, Thomas A (1325-CBUS)",59, 18.64,49.15,32.20,0,0,0,0,0,0,0
MKT,4270,,"Raymond, Mary Anne (1325-CBUS)",7, #,#,#,#,#,#,#,#,#,#
MKT,4280,,"Raymond, Mary Anne (1325-CBUS)",65, 20.00,53.85,18.46,3.08,3.08,1.54,0,0,0,0
MKT,4310,,"Kilbourne, William Edward (1325-CBUS)",28, 21.43,64.29,10.71,3.57,0,0,0,0,0,0
MKT,4310,,"Swain, Scott Darren (1325-CBUS)",56, 32.14,60.71,7.14,0,0,0,0,0,0,0
MKT,4330,,"Fine, Amanda Cooper (1325-CBUS)",21, 33.33,57.14,4.76,0,0,4.76,0,0,0,0
MKT,4430,,"Cameron, Albert Neill (5601-A+A)",43, 88.37,11.63,0,0,0,0,0,0,0,0
MKT,4450,,"Kilbourne, William Edward (1325-CBUS)",27, 44.44,48.15,3.70,0,0,0,0,0,3.70,0
MKT,4500,,"Bennett, Delancy H S (1325-CBUS)",24, 41.67,58.33,0,0,0,0,0,0,0,0
MKT,4500,,"Hopkins, Christopher D. (1325-CBUS)",51, 23.53,62.75,13.73,0,0,0,0,0,0,0
MKT,4500,,"Raymond, Mary Anne (1325-CBUS)",25, 32.00,68.00,0,0,0,0,0,0,0,0
MKT,4900,H,"Knowles, Patricia A (1325-CBUS)",1, #,#,#,#,#,#,#,#,#,#
MKT,4910,H,"Knowles, Patricia A (1325-CBUS)",1, #,#,#,#,#,#,#,#,#,#
MKT,4950,,"Raymond, Mary Anne (1325-CBUS)",7, #,#,#,#,#,#,#,#,#,#
MKT,4950,,"Weathers, Peter D (1325-CBUS)",12, 16.67,58.33,16.67,0,0,8.33,0,0,0,0
MKT,4990,,"Fine, Amanda Cooper (1325-CBUS)",9, #,#,#,#,#,#,#,#,#,#
MKT,4990,,"Swain, Scott Darren (1325-CBUS)",1, #,#,#,#,#,#,#,#,#,#
MKT,6270,,"Poehlman, Thomas A (1325-CBUS)",6, #,#,#,#,#,#,#,#,#,#
MKT,8620,,"Weathers, Peter D (1325-CBUS)",9, #,#,#,#,#,#,#,#,#,#
MKT,8650,,"Dorsch, Michael J (1325-CBUS)",8, #,#,#,#,#,#,#,#,#,#
MKT,8660,,"Dorsch, Michael J (1325-CBUS)",1, #,#,#,#,#,#,#,#,#,#
MKT,8660,,"Mullins, Ryan R (1325-CBUS)",14, 64.29,35.71,0,0,0,0,0,0,0,0
""
MBA,8030,,"Klein, Matthew Charles (1315-CBUS)",39, 82.05,15.38,0,0,0,2.56,0,0,0,0
MBA,8060,,"Sridharan, V (1305-CBUS)",34, 70.59,23.53,0,0,0,5.88,0,0,0,0
MBA,8070,,"Xie, Fei (1303-CBUS)",80, 63.75,32.50,1.25,0,0,1.25,0,0,0,0
MBA,8090,,"Zagenczyk, Thomas Joseph (1305-CBUS)",43, 65.12,32.56,0,0,0,2.33,0,0,0,0
MBA,8150,,"Zagenczyk, Thomas Joseph (1305-CBUS)",1, #,#,#,#,#,#,#,#,#,#
MBA,8190,,"McMillan, Jeffrey J (1303-CBUS)",43, 53.49,34.88,9.30,0,2.33,0,0,0,0,0
MBA,8290,,"Hunter, Gary K (1325-CBUS)",41, 95.12,4.88,0,0,0,0,0,0,0,0
MBA,8370,,"Jahn, Judson R (1303-CBUS)",36, 52.78,41.67,5.56,0,0,0,0,0,0,0
MBA,8410,,"McKissick, James Powers (0511-CAAH)",21, 90.48,0,4.76,0,0,4.76,0,0,0,0
MBA,8430,,"Widener, Sally Kathryn (1303-CBUS)",19, 52.63,47.37,0,0,0,0,0,0,0,0
MBA,8440,,"Hile, Scott R (1315-CBUS)",20, 100.00,0,0,0,0,0,0,0,0,0
MBA,8450,,"Orr, David E. (1315-CBUS)",9, #,#,#,#,#,#,#,#,#,#
MBA,8470,,"Powell, Elizabeth Erin (1305-CBUS)",9, #,#,#,#,#,#,#,#,#,#
MBA,8500,,"Bernardez, Gary C (1315-CBUS)",40, 0,0,0,0,0,0,0,0,100.00,0
MBA,8510,,"Liddle, James W (1315-CBUS)",20, 100.00,0,0,0,0,0,0,0,0,0
